Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	C_1_1 Spectral Count	C_1_2 Spectral Count	C_1_3 Spectral Count	C_1_4 Spectral Count	C_1_5 Spectral Count	C_1_6 Spectral Count	C_1_7 Spectral Count	C_1_8 Spectral Count	C_2_1 Spectral Count	C_2_2 Spectral Count	C_2_3 Spectral Count	C_2_4 Spectral Count	C_2_5 Spectral Count	C_2_6 Spectral Count	C_2_7 Spectral Count	C_2_8 Spectral Count	T_1_1 Spectral Count	T_1_2 Spectral Count	T_1_3 Spectral Count	T_1_4 Spectral Count	T_1_5 Spectral Count	T_1_6 Spectral Count	T_1_7 Spectral Count	T_1_8 Spectral Count	T_2_1 Spectral Count	T_2_2 Spectral Count	T_2_3 Spectral Count	T_2_4 Spectral Count	T_2_5 Spectral Count	T_2_6 Spectral Count	T_2_7 Spectral Count	T_2_8 Spectral Count	T_3_1 Spectral Count	T_3_2 Spectral Count	T_3_3 Spectral Count	T_3_4 Spectral Count	T_3_5 Spectral Count	T_3_6 Spectral Count	T_3_7 Spectral Count	T_3_8 Spectral Count	C_1_1 Unique Spectral Count	C_1_2 Unique Spectral Count	C_1_3 Unique Spectral Count	C_1_4 Unique Spectral Count	C_1_5 Unique Spectral Count	C_1_6 Unique Spectral Count	C_1_7 Unique Spectral Count	C_1_8 Unique Spectral Count	C_2_1 Unique Spectral Count	C_2_2 Unique Spectral Count	C_2_3 Unique Spectral Count	C_2_4 Unique Spectral Count	C_2_5 Unique Spectral Count	C_2_6 Unique Spectral Count	C_2_7 Unique Spectral Count	C_2_8 Unique Spectral Count	T_1_1 Unique Spectral Count	T_1_2 Unique Spectral Count	T_1_3 Unique Spectral Count	T_1_4 Unique Spectral Count	T_1_5 Unique Spectral Count	T_1_6 Unique Spectral Count	T_1_7 Unique Spectral Count	T_1_8 Unique Spectral Count	T_2_1 Unique Spectral Count	T_2_2 Unique Spectral Count	T_2_3 Unique Spectral Count	T_2_4 Unique Spectral Count	T_2_5 Unique Spectral Count	T_2_6 Unique Spectral Count	T_2_7 Unique Spectral Count	T_2_8 Unique Spectral Count	T_3_1 Unique Spectral Count	T_3_2 Unique Spectral Count	T_3_3 Unique Spectral Count	T_3_4 Unique Spectral Count	T_3_5 Unique Spectral Count	T_3_6 Unique Spectral Count	T_3_7 Unique Spectral Count	T_3_8 Unique Spectral Count	C_1_1 Total Spectral Count	C_1_2 Total Spectral Count	C_1_3 Total Spectral Count	C_1_4 Total Spectral Count	C_1_5 Total Spectral Count	C_1_6 Total Spectral Count	C_1_7 Total Spectral Count	C_1_8 Total Spectral Count	C_2_1 Total Spectral Count	C_2_2 Total Spectral Count	C_2_3 Total Spectral Count	C_2_4 Total Spectral Count	C_2_5 Total Spectral Count	C_2_6 Total Spectral Count	C_2_7 Total Spectral Count	C_2_8 Total Spectral Count	T_1_1 Total Spectral Count	T_1_2 Total Spectral Count	T_1_3 Total Spectral Count	T_1_4 Total Spectral Count	T_1_5 Total Spectral Count	T_1_6 Total Spectral Count	T_1_7 Total Spectral Count	T_1_8 Total Spectral Count	T_2_1 Total Spectral Count	T_2_2 Total Spectral Count	T_2_3 Total Spectral Count	T_2_4 Total Spectral Count	T_2_5 Total Spectral Count	T_2_6 Total Spectral Count	T_2_7 Total Spectral Count	T_2_8 Total Spectral Count	T_3_1 Total Spectral Count	T_3_2 Total Spectral Count	T_3_3 Total Spectral Count	T_3_4 Total Spectral Count	T_3_5 Total Spectral Count	T_3_6 Total Spectral Count	T_3_7 Total Spectral Count	T_3_8 Total Spectral Count	C_1_1 Intensity	C_1_2 Intensity	C_1_3 Intensity	C_1_4 Intensity	C_1_5 Intensity	C_1_6 Intensity	C_1_7 Intensity	C_1_8 Intensity	C_2_1 Intensity	C_2_2 Intensity	C_2_3 Intensity	C_2_4 Intensity	C_2_5 Intensity	C_2_6 Intensity	C_2_7 Intensity	C_2_8 Intensity	T_1_1 Intensity	T_1_2 Intensity	T_1_3 Intensity	T_1_4 Intensity	T_1_5 Intensity	T_1_6 Intensity	T_1_7 Intensity	T_1_8 Intensity	T_2_1 Intensity	T_2_2 Intensity	T_2_3 Intensity	T_2_4 Intensity	T_2_5 Intensity	T_2_6 Intensity	T_2_7 Intensity	T_2_8 Intensity	T_3_1 Intensity	T_3_2 Intensity	T_3_3 Intensity	T_3_4 Intensity	T_3_5 Intensity	T_3_6 Intensity	T_3_7 Intensity	T_3_8 Intensity	C_1_1 MaxLFQ Intensity	C_1_2 MaxLFQ Intensity	C_1_3 MaxLFQ Intensity	C_1_4 MaxLFQ Intensity	C_1_5 MaxLFQ Intensity	C_1_6 MaxLFQ Intensity	C_1_7 MaxLFQ Intensity	C_1_8 MaxLFQ Intensity	C_2_1 MaxLFQ Intensity	C_2_2 MaxLFQ Intensity	C_2_3 MaxLFQ Intensity	C_2_4 MaxLFQ Intensity	C_2_5 MaxLFQ Intensity	C_2_6 MaxLFQ Intensity	C_2_7 MaxLFQ Intensity	C_2_8 MaxLFQ Intensity	T_1_1 MaxLFQ Intensity	T_1_2 MaxLFQ Intensity	T_1_3 MaxLFQ Intensity	T_1_4 MaxLFQ Intensity	T_1_5 MaxLFQ Intensity	T_1_6 MaxLFQ Intensity	T_1_7 MaxLFQ Intensity	T_1_8 MaxLFQ Intensity	T_2_1 MaxLFQ Intensity	T_2_2 MaxLFQ Intensity	T_2_3 MaxLFQ Intensity	T_2_4 MaxLFQ Intensity	T_2_5 MaxLFQ Intensity	T_2_6 MaxLFQ Intensity	T_2_7 MaxLFQ Intensity	T_2_8 MaxLFQ Intensity	T_3_1 MaxLFQ Intensity	T_3_2 MaxLFQ Intensity	T_3_3 MaxLFQ Intensity	T_3_4 MaxLFQ Intensity	T_3_5 MaxLFQ Intensity	T_3_6 MaxLFQ Intensity	T_3_7 MaxLFQ Intensity	T_3_8 MaxLFQ Intensity	Indistinguishable Proteins
sp|P0ABS1|DKSA_ECOLI	P0ABS1	DKSA_ECOLI	dksA	151	Escherichia coli (strain K12) OX=83333	1:Experimental evidence at protein level	RNA polymerase-binding transcription factor DksA	1.0	0.999	8	189	189	189	7	8	7	8	4	0	0	0	6	10	17	15	1	0	0	0	9	2	9	9	5	0	0	0	6	8	7	8	1	0	0	0	6	8	7	14	7	0	0	0	7	8	7	8	4	0	0	0	6	10	17	15	1	0	0	0	9	2	9	9	5	0	0	0	6	8	7	8	1	0	0	0	6	8	7	14	7	0	0	0	7	8	7	8	4	0	0	0	6	10	17	15	1	0	0	0	9	2	9	9	5	0	0	0	6	8	7	8	1	0	0	0	6	8	7	14	7	0	0	0	7.429929E8	1.07719629E9	1.14088243E9	6.0919219E8	5.379754E7	0.0	0.0	0.0	9.6911206E8	1.14409984E9	1.23859264E9	2.13685965E9	1.1335308E7	0.0	0.0	0.0	7.7371808E8	1.7274684E7	7.0710829E8	1.09141594E9	1.34439392E8	0.0	0.0	0.0	5.9631373E8	5.2648864E8	9.3351878E8	6.2242662E8	1.5753633E7	0.0	0.0	0.0	6.3252947E8	7.367385E8	6.9999923E8	7.4596147E8	2.94020864E8	0.0	0.0	0.0	2.32916512E8	3.3295392E8	3.07531456E8	3.32188704E8	1.9945564E7	0.0	0.0	0.0	3.33013152E8	3.2813392E8	4.69566816E8	4.59550048E8	3.452182E7	0.0	0.0	0.0	2.273448E8	0.0	2.8580096E8	2.96488032E8	1.2319236E8	0.0	0.0	0.0	2.42598624E8	2.827208E8	3.28548512E8	2.44266784E8	4.797788E7	0.0	0.0	0.0	2.09196912E8	2.19503088E8	3.42866048E8	3.34435008E8	2.25729904E8	0.0	0.0	0.0	
sp|P0ABT2|DPS_ECOLI	P0ABT2	DPS_ECOLI	dps	167	Escherichia coli (strain K12) OX=83333	1:Experimental evidence at protein level	DNA protection during starvation protein	1.0	0.999	19	724	724	724	21	22	19	27	33	4	3	0	40	30	38	41	21	1	6	0	27	15	42	31	23	7	0	0	28	33	25	20	21	1	0	0	21	32	21	34	31	6	0	0	21	22	19	27	33	4	3	0	40	30	38	41	21	1	6	0	27	15	42	31	23	7	0	0	28	33	25	20	21	1	0	0	21	32	21	34	31	6	0	0	21	22	19	27	33	4	3	0	40	30	38	41	21	1	6	0	27	15	42	31	23	7	0	0	28	33	25	20	21	1	0	0	21	32	21	34	31	6	0	0	3.78438323E9	4.3982643E9	3.65354266E9	4.8877665E9	9.5225427E8	3.3438204E7	2.7185912E7	0.0	1.03380193E10	7.4742804E9	9.7257994E9	1.71130399E10	5.26060128E8	7120542.0	7.6810704E7	0.0	5.2119685E9	2.22234816E8	8.7711068E9	6.6355174E9	1.77038502E9	8.5158608E7	0.0	0.0	5.6978473E9	5.3506371E9	4.8370775E9	3.25377613E9	6.3657984E8	7938965.5	0.0	0.0	3.70027571E9	3.62213274E9	5.0364964E9	6.5720366E9	3.36531558E9	8.9620664E7	0.0	0.0	6.5376794E8	7.5213837E8	7.4293933E8	8.146352E8	2.10342672E8	2.113223E7	1.8391482E7	0.0	1.71795251E9	1.1450185E9	1.63149658E9	2.3831936E9	1.19850744E8	1.2187938E7	4.1748672E7	0.0	1.02435456E9	6.1159964E7	1.50838464E9	1.0358457E9	4.31911904E8	5.87367E7	0.0	0.0	1.03434042E9	9.4028166E8	1.03554867E9	7.3724128E8	1.22883136E8	9009565.0	0.0	0.0	7.2600883E8	6.6828525E8	9.8670099E8	9.950009E8	7.2425293E8	5.9305332E7	0.0	0.0	
sp|P0ABU0|MENB_ECOLI	P0ABU0	MENB_ECOLI	menB	285	Escherichia coli (strain K12) OX=83333	1:Experimental evidence at protein level	1,4-dihydroxy-2-naphthoyl-CoA synthase	1.0	0.999	10	137	137	137	7	8	5	8	0	0	0	0	8	8	8	9	0	0	0	0	6	3	9	6	0	0	0	0	7	8	9	8	0	0	0	0	4	4	6	6	0	0	0	0	7	8	5	8	0	0	0	0	8	8	8	9	0	0	0	0	6	3	9	6	0	0	0	0	7	8	9	8	0	0	0	0	4	4	6	6	0	0	0	0	7	8	5	8	0	0	0	0	8	8	8	9	0	0	0	0	6	3	9	6	0	0	0	0	7	8	9	8	0	0	0	0	4	4	6	6	0	0	0	0	4.51045248E8	7.1356749E8	4.49826656E8	5.6421581E8	0.0	0.0	0.0	0.0	8.4525734E8	7.7256685E8	8.1610106E8	8.9361184E8	0.0	0.0	0.0	0.0	3.59377504E8	2.5889328E7	7.5378867E8	2.80951232E8	0.0	0.0	0.0	0.0	4.32728E8	5.06412992E8	4.84011456E8	2.80030848E8	0.0	0.0	0.0	0.0	2.01319504E8	2.18552656E8	5.15491488E8	4.29555328E8	0.0	0.0	0.0	0.0	2.12709344E8	2.91929504E8	2.58768992E8	2.5599864E8	0.0	0.0	0.0	0.0	3.00496832E8	3.12282304E8	3.34304192E8	3.99821568E8	0.0	0.0	0.0	0.0	1.77056432E8	1.5993453E7	2.79485952E8	1.66421104E8	0.0	0.0	0.0	0.0	2.126748E8	2.42610288E8	2.01840352E8	1.03499248E8	0.0	0.0	0.0	0.0	1.19022144E8	1.29058992E8	2.34106704E8	2.43469056E8	0.0	0.0	0.0	0.0	
sp|P0ABU2|YCHF_ECOLI	P0ABU2	YCHF_ECOLI	ychF	363	Escherichia coli (strain K12) OX=83333	1:Experimental evidence at protein level	Ribosome-binding ATPase YchF	0.98	0.999	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.3035096E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P0ABU5|ELBB_ECOLI	P0ABU5	ELBB_ECOLI	elbB	217	Escherichia coli (strain K12) OX=83333	1:Experimental evidence at protein level	Glyoxalase ElbB	1.0	0.999	9	222	222	222	8	7	13	14	8	0	0	0	6	8	14	18	4	0	0	0	6	2	6	17	8	0	0	0	5	5	6	7	4	0	0	0	10	9	9	14	14	0	0	0	8	7	13	14	8	0	0	0	6	8	14	18	4	0	0	0	6	2	6	17	8	0	0	0	5	5	6	7	4	0	0	0	10	9	9	14	14	0	0	0	8	7	13	14	8	0	0	0	6	8	14	18	4	0	0	0	6	2	6	17	8	0	0	0	5	5	6	7	4	0	0	0	10	9	9	14	14	0	0	0	8.3056262E8	1.31905536E9	1.4553001E9	1.51921523E9	9.3226664E7	0.0	0.0	0.0	1.0835017E9	1.44489062E9	1.89821798E9	2.52414182E9	4.4964848E7	0.0	0.0	0.0	5.9175718E8	4.474836E7	1.21082189E9	1.59190694E9	2.19404896E8	0.0	0.0	0.0	4.31701952E8	7.9693722E8	7.9494099E8	5.9198035E8	4.4418064E7	0.0	0.0	0.0	5.27158528E8	5.6275949E8	1.12071872E9	1.30773798E9	5.07647456E8	0.0	0.0	0.0	2.96876128E8	4.27541888E8	4.34038336E8	4.48454816E8	3.4429272E7	0.0	0.0	0.0	4.61696E8	4.44342944E8	6.0648032E8	6.0402803E8	3.6828968E7	0.0	0.0	0.0	3.2623504E8	3.640792E7	5.30306496E8	4.5729728E8	1.74640544E8	0.0	0.0	0.0	2.43733568E8	3.9568992E8	4.10028672E8	2.5940096E8	1.2667484E8	0.0	0.0	0.0	2.06528816E8	2.52529008E8	5.8383424E8	3.75587072E8	1.588588E8	0.0	0.0	0.0	
sp|P0ABZ6|SURA_ECOLI	P0ABZ6	SURA_ECOLI	surA	428	Escherichia coli (strain K12) OX=83333	1:Experimental evidence at protein level	Chaperone SurA	1.0	0.999	3	54	54	54	3	3	2	3	0	0	0	0	5	3	2	2	0	0	0	0	6	0	2	2	0	0	0	0	3	3	4	3	0	0	0	0	2	2	2	2	0	0	0	0	3	3	2	3	0	0	0	0	5	3	2	2	0	0	0	0	6	0	2	2	0	0	0	0	3	3	4	3	0	0	0	0	2	2	2	2	0	0	0	0	3	3	2	3	0	0	0	0	5	3	2	2	0	0	0	0	6	0	2	2	0	0	0	0	3	3	4	3	0	0	0	0	2	2	2	2	0	0	0	0	3.38646592E8	5.26052992E8	3.3400192E8	2.55732176E8	0.0	0.0	0.0	0.0	6.123241E8	4.15033536E8	4.14288192E8	2.714824E8	0.0	0.0	0.0	0.0	5.02523648E8	0.0	3.78265664E8	1.80231488E8	0.0	0.0	0.0	0.0	4.0385584E8	2.9438944E8	3.80536608E8	1.98295792E8	0.0	0.0	0.0	0.0	1.4361496E8	2.25608224E8	1.9943184E8	2.13780496E8	0.0	0.0	0.0	0.0	1.98656112E8	2.58277456E8	1.95873824E8	1.49087568E8	0.0	0.0	0.0	0.0	2.62761024E8	2.43023728E8	2.42746752E8	1.5657784E8	0.0	0.0	0.0	0.0	2.10273024E8	0.0	2.17572144E8	1.03840528E8	0.0	0.0	0.0	0.0	1.97834224E8	2.23683008E8	1.89656048E8	9.7480664E7	0.0	0.0	0.0	0.0	1.4710704E8	1.72886368E8	1.96231024E8	1.25203176E8	0.0	0.0	0.0	0.0	
sp|P0AC19|FOLX_ECOLI	P0AC19	FOLX_ECOLI	folX	120	Escherichia coli (strain K12) OX=83333	1:Experimental evidence at protein level	Dihydroneopterin triphosphate 2'-epimerase	1.0	0.999	2	25	25	25	1	0	0	0	3	0	0	0	1	1	1	1	2	0	0	0	1	0	0	1	2	0	0	0	1	1	1	2	2	0	0	0	1	0	0	1	2	0	0	0	1	0	0	0	3	0	0	0	1	1	1	1	2	0	0	0	1	0	0	1	2	0	0	0	1	1	1	2	2	0	0	0	1	0	0	1	2	0	0	0	1	0	0	0	3	0	0	0	1	1	1	1	2	0	0	0	1	0	0	1	2	0	0	0	1	1	1	2	2	0	0	0	1	0	0	1	2	0	0	0	4.6815472E7	0.0	0.0	0.0	3.8270264E7	0.0	0.0	0.0	2.19482656E8	4.148096E7	2.4032586E7	7.58668E7	1.5555618E7	0.0	0.0	0.0	4.5337644E7	0.0	0.0	2.4238656E7	6.1927744E7	0.0	0.0	0.0	4.116294E7	3.245842E7	2.679988E7	3.3895104E7	2.563722E7	0.0	0.0	0.0	2.0041506E7	0.0	0.0	2.8790248E7	7.6062184E7	0.0	0.0	0.0	4.7555816E7	0.0	0.0	0.0	2.2793142E7	0.0	0.0	0.0	9.7659656E7	4.2136944E7	2.441264E7	7.7066568E7	1.5801616E7	0.0	0.0	0.0	4.605462E7	0.0	0.0	2.4621968E7	6.2907076E7	0.0	0.0	0.0	4.1813896E7	3.2971722E7	2.7223696E7	3.4431124E7	2.604265E7	0.0	0.0	0.0	2.0358444E7	0.0	0.0	2.924554E7	7.726504E7	0.0	0.0	0.0	
sp|P0AC33|FUMA_ECOLI	P0AC33	FUMA_ECOLI	fumA	548	Escherichia coli (strain K12) OX=83333	1:Experimental evidence at protein level	Fumarate hydratase class I, aerobic	1.0	0.999	11	75	43	75	6	9	1	0	0	0	0	0	7	8	2	0	0	0	0	0	8	0	2	0	0	0	0	0	10	10	3	0	0	0	0	0	5	3	1	0	0	0	0	0	3	4	1	0	0	0	0	0	4	4	1	0	0	0	0	0	4	0	2	0	0	0	0	0	6	7	2	0	0	0	0	0	4	1	0	0	0	0	0	0	6	9	1	0	0	0	0	0	7	8	2	0	0	0	0	0	8	0	2	0	0	0	0	0	10	10	3	0	0	0	0	0	5	3	1	0	0	0	0	0	3.76200736E8	4.91083008E8	1.2116238E7	0.0	0.0	0.0	0.0	0.0	5.8818688E8	5.24225408E8	1.05312984E8	0.0	0.0	0.0	0.0	0.0	5.2011744E8	0.0	2.90540064E8	0.0	0.0	0.0	0.0	0.0	1.55573722E9	4.72890752E8	1.1316488E8	0.0	0.0	0.0	0.0	0.0	1.0125721E9	2.0537288E8	6.4913512E7	0.0	0.0	0.0	0.0	0.0	1.85294624E8	2.54984768E8	4.3646632E7	0.0	0.0	0.0	0.0	0.0	2.90236512E8	2.38044848E8	1.08799744E8	0.0	0.0	0.0	0.0	0.0	2.12024352E8	0.0	7.5735168E7	0.0	0.0	0.0	0.0	0.0	2.17973424E8	2.12551232E8	7.4933384E7	0.0	0.0	0.0	0.0	0.0	1.4022312E8	1.49043632E8	9.1939968E7	0.0	0.0	0.0	0.0	0.0	
sp|P0AC38|ASPA_ECOLI	P0AC38	ASPA_ECOLI	aspA	478	Escherichia coli (strain K12) OX=83333	1:Experimental evidence at protein level	Aspartate ammonia-lyase	1.0	0.999	16	257	257	257	23	22	10	0	0	0	0	2	24	22	15	0	0	0	0	1	22	7	10	0	0	0	0	0	25	18	11	0	0	0	0	0	20	16	9	0	0	0	0	0	23	22	10	0	0	0	0	2	24	22	15	0	0	0	0	1	22	7	10	0	0	0	0	0	25	18	11	0	0	0	0	0	20	16	9	0	0	0	0	0	23	22	10	0	0	0	0	2	24	22	15	0	0	0	0	1	22	7	10	0	0	0	0	0	25	18	11	0	0	0	0	0	20	16	9	0	0	0	0	0	2.6942889E9	4.28448589E9	1.18104205E9	0.0	0.0	0.0	0.0	6421740.5	5.8594662E9	4.09706214E9	2.19819981E9	0.0	0.0	0.0	0.0	0.0	3.14852915E9	9.8224448E7	1.38558771E9	0.0	0.0	0.0	0.0	0.0	3.32906906E9	3.01054618E9	1.28338355E9	0.0	0.0	0.0	0.0	0.0	1.14571354E9	1.86874202E9	1.04627002E9	0.0	0.0	0.0	0.0	0.0	7.3696819E8	1.0553239E9	3.71986688E8	0.0	0.0	0.0	0.0	0.0	1.33163853E9	1.0087865E9	5.533625E8	0.0	0.0	0.0	0.0	0.0	7.3343296E8	4.707476E7	4.460448E8	0.0	0.0	0.0	0.0	0.0	8.4831853E8	7.620121E8	3.28777248E8	0.0	0.0	0.0	0.0	0.0	3.9497824E8	4.68631904E8	4.09798464E8	0.0	0.0	0.0	0.0	0.0	
sp|P0AC41|SDHA_ECOLI	P0AC41	SDHA_ECOLI	sdhA	588	Escherichia coli (strain K12) OX=83333	1:Experimental evidence at protein level	Succinate dehydrogenase flavoprotein subunit	0.98	0.999	2	2	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0369134E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P0AC51|ZUR_ECOLI	P0AC51	ZUR_ECOLI	zur	171	Escherichia coli (strain K12) OX=83333	1:Experimental evidence at protein level	Zinc uptake regulation protein	0.87	0.9976	1	8	8	8	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	2.1312552E7	2.8293138E7	0.0	4.1792528E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6393308E7	0.0	1.5756973E7	0.0	0.0	0.0	2.3785012E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3139446E7	0.0	0.0	0.0	2.1312552E7	2.8293138E7	0.0	4.1792528E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6393308E7	0.0	1.5756973E7	0.0	0.0	0.0	2.3785012E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3139446E7	0.0	0.0	0.0	
sp|P0AC53|G6PD_ECOLI	P0AC53	G6PD_ECOLI	zwf	491	Escherichia coli (strain K12) OX=83333	1:Experimental evidence at protein level	Glucose-6-phosphate 1-dehydrogenase	1.0	0.999	15	195	195	195	8	13	11	9	0	0	0	0	9	13	11	13	0	0	0	0	6	2	8	9	0	0	0	0	13	11	10	10	0	0	0	0	8	6	11	14	0	0	0	0	8	13	11	9	0	0	0	0	9	13	11	13	0	0	0	0	6	2	8	9	0	0	0	0	13	11	10	10	0	0	0	0	8	6	11	14	0	0	0	0	8	13	11	9	0	0	0	0	9	13	11	13	0	0	0	0	6	2	8	9	0	0	0	0	13	11	10	10	0	0	0	0	8	6	11	14	0	0	0	0	4.82583712E8	1.54544768E9	1.05788378E9	6.027991E8	0.0	0.0	0.0	0.0	1.24457472E9	1.46547955E9	8.0032294E8	1.8924503E9	0.0	0.0	0.0	0.0	5.7760211E8	7602106.0	1.03569459E9	4.18429568E8	0.0	0.0	0.0	0.0	7.594537E8	8.4409318E8	1.04016045E9	4.21835968E8	0.0	0.0	0.0	0.0	2.79304448E8	4.61143904E8	1.13362534E9	1.7486217E9	0.0	0.0	0.0	0.0	1.985816E8	3.10770848E8	2.47762368E8	2.63386304E8	0.0	0.0	0.0	0.0	3.58662336E8	3.12004544E8	3.19076288E8	3.9307584E8	0.0	0.0	0.0	0.0	1.89529472E8	1.6546057E7	2.97452864E8	1.60502832E8	0.0	0.0	0.0	0.0	2.35274592E8	2.3692624E8	2.18597136E8	1.24813632E8	0.0	0.0	0.0	0.0	1.08159776E8	1.37075152E8	3.19174848E8	3.06402528E8	0.0	0.0	0.0	0.0	
sp|P0AC59|GLRX2_ECOLI	P0AC59	GLRX2_ECOLI	grxB	215	Escherichia coli (strain K12) OX=83333	1:Experimental evidence at protein level	Glutaredoxin 2	1.0	0.999	14	317	317	317	28	23	21	2	0	0	0	0	23	23	18	5	0	0	0	0	27	11	21	3	0	0	0	0	23	24	12	2	0	0	0	0	19	16	14	1	1	0	0	0	28	23	21	2	0	0	0	0	23	23	18	5	0	0	0	0	27	11	21	3	0	0	0	0	23	24	12	2	0	0	0	0	19	16	14	1	1	0	0	0	28	23	21	2	0	0	0	0	23	23	18	5	0	0	0	0	27	11	21	3	0	0	0	0	23	24	12	2	0	0	0	0	19	16	14	1	1	0	0	0	4.8356705E9	6.1661143E9	3.0384855E9	2.33738128E8	0.0	0.0	0.0	0.0	7.0174111E9	5.818197E9	4.05243187E9	4.6211808E8	0.0	0.0	0.0	0.0	4.24939238E9	1.90004608E8	3.95439181E9	1.8588064E8	0.0	0.0	0.0	0.0	3.54859059E9	4.19339187E9	1.24410765E9	1.02725184E8	0.0	0.0	0.0	0.0	2.33560192E9	2.51003622E9	2.66225357E9	1.48228384E8	1.1736074E7	0.0	0.0	0.0	9.4546771E8	1.24680525E9	7.1651763E8	1.4310688E8	0.0	0.0	0.0	0.0	1.35829581E9	1.1776407E9	8.432224E8	2.80043584E8	0.0	0.0	0.0	0.0	8.119831E8	6.6457336E7	9.1244454E8	1.13179304E8	0.0	0.0	0.0	0.0	7.2908563E8	9.3123238E8	4.50891776E8	4.07728E7	0.0	0.0	0.0	0.0	5.08039808E8	5.6246925E8	7.2813869E8	1.82719264E8	1.4404806E7	0.0	0.0	0.0	
