Protein ID,GO ID,Function,Link
P64463,GO:0005829,cytosol,https://www.uniprot.org/uniprotkb/P64463
P64545,GO:1990532|GO:0097501|GO:0005886,stress response to nickel ion|stress response to metal ion|plasma membrane,https://www.uniprot.org/uniprotkb/P64545
P66817,GO:0097367|GO:1901135|GO:1990102|GO:0006260|GO:0042802|GO:0042803|GO:0032298,carbohydrate derivative binding|carbohydrate derivative metabolic process|DnaA-DiaA complex|DNA replication|identical protein binding|protein homodimerization activity|positive regulation of DNA-templated DNA replication initiation,https://www.uniprot.org/uniprotkb/P66817
P69856,GO:0015772|GO:0009279|GO:0006811|GO:0015136|GO:0015288|GO:0015478|GO:0046930,oligosaccharide transport|cell outer membrane|monoatomic ion transport|sialic acid transmembrane transporter activity|porin activity|oligosaccharide transporting porin activity|pore complex,https://www.uniprot.org/uniprotkb/P69856
P75794,GO:0043365|GO:0051539|GO:0005737|GO:0046872,"[formate-C-acetyltransferase]-activating enzyme activity|4 iron, 4 sulfur cluster binding|cytoplasm|metal ion binding",https://www.uniprot.org/uniprotkb/P75794
P75822,GO:0005886,plasma membrane,https://www.uniprot.org/uniprotkb/P75822
P76322,,,https://www.uniprot.org/uniprotkb/P76322
P76349,,,https://www.uniprot.org/uniprotkb/P76349
P76372,GO:0004713|GO:0005886|GO:0009103,protein tyrosine kinase activity|plasma membrane|lipopolysaccharide biosynthetic process,https://www.uniprot.org/uniprotkb/P76372
P76500,GO:0009289|GO:0043709|GO:0007155,pilus|cell adhesion involved in single-species biofilm formation|cell adhesion,https://www.uniprot.org/uniprotkb/P76500
P77218,GO:0046336|GO:0005737|GO:0008959|GO:0042803|GO:0009408,ethanolamine catabolic process|cytoplasm|phosphate acetyltransferase activity|protein homodimerization activity|response to heat,https://www.uniprot.org/uniprotkb/P77218
P77228,GO:0005267|GO:0005886|GO:0015293,potassium channel activity|plasma membrane|symporter activity,https://www.uniprot.org/uniprotkb/P77228
P77326,,,https://www.uniprot.org/uniprotkb/P77326
P77364,GO:0046296|GO:0043798|GO:0031388|GO:0008887|GO:0005524|GO:0009436,glycolate catabolic process|glycerate 2-kinase activity|organic acid phosphorylation|glycerate kinase activity|ATP binding|glyoxylate catabolic process,https://www.uniprot.org/uniprotkb/P77364
P77368,GO:0030288,outer membrane-bounded periplasmic space,https://www.uniprot.org/uniprotkb/P77368
P77445,GO:0004029|GO:0046336|GO:0031469|GO:0008774,aldehyde dehydrogenase (NAD+) activity|ethanolamine catabolic process|bacterial microcompartment|acetaldehyde dehydrogenase (acetylating) activity,https://www.uniprot.org/uniprotkb/P77445
P80644,GO:0052873|GO:0046306|GO:0006974|GO:1990202|GO:0008752|GO:0042803|GO:0009970,FMN reductase (NADPH) activity|alkanesulfonate catabolic process|DNA damage response|FMN reductase complex|FMN reductase (NAD(P)H) activity|protein homodimerization activity|cellular response to sulfate starvation,https://www.uniprot.org/uniprotkb/P80644
Q46822,GO:0000287|GO:0004452|GO:0006974|GO:0008270|GO:0008299|GO:0050992|GO:0005737,magnesium ion binding|isopentenyl-diphosphate delta-isomerase activity|DNA damage response|zinc ion binding|isoprenoid biosynthetic process|dimethylallyl diphosphate biosynthetic process|cytoplasm,https://www.uniprot.org/uniprotkb/Q46822
Q46897,GO:0003723|GO:0004521|GO:0006396|GO:0099048|GO:0051607|GO:0032991,RNA binding|RNA endonuclease activity|RNA processing|CRISPR-cas system|defense response to virus|protein-containing complex,https://www.uniprot.org/uniprotkb/Q46897
Q46941,GO:0003677|GO:0006355,DNA binding|regulation of DNA-templated transcription,https://www.uniprot.org/uniprotkb/Q46941
Q47208,GO:0009361|GO:0004776|GO:0004775|GO:0005886|GO:0005829|GO:0006099|GO:0071973,succinate-CoA ligase complex (ADP-forming)|succinate-CoA ligase (GDP-forming) activity|succinate-CoA ligase (ADP-forming) activity|plasma membrane|cytosol|tricarboxylic acid cycle|bacterial-type flagellum-dependent cell motility,https://www.uniprot.org/uniprotkb/Q47208
Q47270,,,https://www.uniprot.org/uniprotkb/Q47270
Q57261,GO:0003723|GO:0106029|GO:0031119|GO:0001522|GO:0005829|GO:0160150|GO:0009982,RNA binding|tRNA pseudouridine synthase activity|tRNA pseudouridine synthesis|pseudouridine synthesis|cytosol|tRNA pseudouridine(13) synthase activity|pseudouridine synthase activity,https://www.uniprot.org/uniprotkb/Q57261
P03004,GO:0043565|GO:0016887|GO:0030174|GO:0003688|GO:0003677|GO:1990101|GO:1990102|GO:1990103|GO:0006260|GO:0006268|GO:0006270|GO:0006275|GO:0005886|GO:0042802|GO:0005829|GO:0005524|GO:1990082|GO:1990084|GO:1990078|GO:0009898|GO:0032297|GO:0032298,sequence-specific DNA binding|ATP hydrolysis activity|regulation of DNA-templated DNA replication initiation|DNA replication origin binding|DNA binding|DnaA-oriC complex|DnaA-DiaA complex|DnaA-HU complex|DNA replication|DNA unwinding involved in DNA replication|DNA replication initiation|regulation of DNA replication|plasma membrane|identical protein binding|cytosol|ATP binding|DnaA-L2 complex|DnaA-Dps complex|replication inhibiting complex|cytoplasmic side of plasma membrane|negative regulation of DNA-templated DNA replication initiation|positive regulation of DNA-templated DNA replication initiation,https://www.uniprot.org/uniprotkb/P03004
P06972,GO:0098711|GO:0033214|GO:0043190|GO:0005886|GO:0055052|GO:0022857,"iron ion import across plasma membrane|siderophore-dependent iron import into cell|ATP-binding cassette (ABC) transporter complex|plasma membrane|ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing|transmembrane transporter activity",https://www.uniprot.org/uniprotkb/P06972
P07003,GO:0052737|GO:0000287|GO:0048039|GO:0008289|GO:0050660|GO:0005886|GO:0042802|GO:0042867|GO:0005829|GO:0032991|GO:0030976|GO:0006090,pyruvate dehydrogenase (quinone) activity|magnesium ion binding|ubiquinone binding|lipid binding|flavin adenine dinucleotide binding|plasma membrane|identical protein binding|pyruvate catabolic process|cytosol|protein-containing complex|thiamine pyrophosphate binding|pyruvate metabolic process,https://www.uniprot.org/uniprotkb/P07003
P07014,GO:0016020|GO:0009055|GO:0009060|GO:0051538|GO:0051539|GO:0051536|GO:0051537|GO:0008177|GO:0045281|GO:0005886|GO:0006099|GO:0019646|GO:0022904|GO:0046872,"membrane|electron transfer activity|aerobic respiration|3 iron, 4 sulfur cluster binding|4 iron, 4 sulfur cluster binding|iron-sulfur cluster binding|2 iron, 2 sulfur cluster binding|succinate dehydrogenase (quinone) activity|obsolete succinate dehydrogenase complex|plasma membrane|tricarboxylic acid cycle|aerobic electron transport chain|respiratory electron transport chain|metal ion binding",https://www.uniprot.org/uniprotkb/P07014
P07024,GO:0008253|GO:0106411|GO:0000166|GO:0030288|GO:0008768|GO:0009166|GO:0046872,5'-nucleotidase activity|XMP 5'-nucleosidase activity|nucleotide binding|outer membrane-bounded periplasmic space|UDP-sugar diphosphatase activity|nucleotide catabolic process|metal ion binding,https://www.uniprot.org/uniprotkb/P07024
P07650,GO:0016020|GO:0009032|GO:0004645|GO:0006974|GO:0016154|GO:0006213|GO:0006206|GO:0005829|GO:0046104,"membrane|thymidine phosphorylase activity|1,4-alpha-oligoglucan phosphorylase activity|DNA damage response|pyrimidine-nucleoside phosphorylase activity|pyrimidine nucleoside metabolic process|pyrimidine nucleobase metabolic process|cytosol|thymidine metabolic process",https://www.uniprot.org/uniprotkb/P07650
P08370,,,https://www.uniprot.org/uniprotkb/P08370
P08373,GO:0009252|GO:0051301|GO:0008360|GO:0050660|GO:0005737|GO:0005829|GO:0008762|GO:0071555|GO:0071949,peptidoglycan biosynthetic process|cell division|regulation of cell shape|flavin adenine dinucleotide binding|cytoplasm|cytosol|UDP-N-acetylmuramate dehydrogenase activity|cell wall organization|FAD binding,https://www.uniprot.org/uniprotkb/P08373
P08400,GO:0016036|GO:0006817|GO:0004721|GO:0000155|GO:0006355|GO:0005886|GO:0005829|GO:0005524|GO:0007165,cellular response to phosphate starvation|phosphate ion transport|phosphoprotein phosphatase activity|phosphorelay sensor kinase activity|regulation of DNA-templated transcription|plasma membrane|cytosol|ATP binding|signal transduction,https://www.uniprot.org/uniprotkb/P08400
P08555,GO:0006974|GO:0035429|GO:0015128|GO:0042945|GO:0042942|GO:0005886,DNA damage response|gluconate transmembrane transport|gluconate transmembrane transporter activity|D-serine transmembrane transporter activity|D-serine transmembrane transport|plasma membrane,https://www.uniprot.org/uniprotkb/P08555
P0A6D5,,,https://www.uniprot.org/uniprotkb/P0A6D5
P0A6L4,GO:0008747|GO:0042802|GO:0005829|GO:0005975|GO:0044010|GO:0019262,N-acetylneuraminate lyase activity|identical protein binding|cytosol|carbohydrate metabolic process|single-species biofilm formation|N-acetylneuraminate catabolic process,https://www.uniprot.org/uniprotkb/P0A6L4
P0A7I0,GO:0016149|GO:0006415|GO:0005829|GO:0043022,"translation release factor activity, codon specific|translational termination|cytosol|ribosome binding",https://www.uniprot.org/uniprotkb/P0A7I0
P0A7Q6,GO:0003735|GO:0002181|GO:0006412|GO:0005737|GO:0022625,structural constituent of ribosome|cytoplasmic translation|translation|cytoplasm|cytosolic large ribosomal subunit,https://www.uniprot.org/uniprotkb/P0A7Q6
P0A814,GO:0000725|GO:0009314|GO:0000287|GO:0048476|GO:0008821|GO:0005737|GO:0003677,recombinational repair|response to radiation|magnesium ion binding|Holliday junction resolvase complex|crossover junction DNA endonuclease activity|cytoplasm|DNA binding,https://www.uniprot.org/uniprotkb/P0A814
P0A840,GO:0046050|GO:0004309|GO:0008254|GO:0008253|GO:0106411|GO:0000166|GO:0030145|GO:0005737|GO:0050484,UMP catabolic process|exopolyphosphatase activity|3'-nucleotidase activity|5'-nucleotidase activity|XMP 5'-nucleosidase activity|nucleotide binding|manganese ion binding|cytoplasm|GMP 5'-nucleotidase activity,https://www.uniprot.org/uniprotkb/P0A840
P0AAJ5,GO:0016020|GO:0006788|GO:0009326|GO:0036397|GO:0051539|GO:0045333|GO:0005886|GO:0015944|GO:0019645|GO:0046872,"membrane|heme oxidation|formate dehydrogenase complex|formate dehydrogenase (quinone) activity|4 iron, 4 sulfur cluster binding|cellular respiration|plasma membrane|formate oxidation|anaerobic electron transport chain|metal ion binding",https://www.uniprot.org/uniprotkb/P0AAJ5
P0AAR8,GO:0003677|GO:0015628|GO:0015627|GO:0006281|GO:0030288,DNA binding|protein secretion by the type II secretion system|type II protein secretion system complex|DNA repair|outer membrane-bounded periplasmic space,https://www.uniprot.org/uniprotkb/P0AAR8
P0ABA4,GO:0045259|GO:0045261|GO:0042777|GO:0005886|GO:0015986|GO:0046933|GO:0046961,"proton-transporting ATP synthase complex|proton-transporting ATP synthase complex, catalytic core F(1)|proton motive force-driven plasma membrane ATP synthesis|plasma membrane|proton motive force-driven ATP synthesis|proton-transporting ATP synthase activity, rotational mechanism|proton-transporting ATPase activity, rotational mechanism",https://www.uniprot.org/uniprotkb/P0ABA4
P0ABX2,GO:0009288|GO:0006935|GO:0030694|GO:0071973|GO:0071978,"bacterial-type flagellum|chemotaxis|bacterial-type flagellum basal body, rod|bacterial-type flagellum-dependent cell motility|bacterial-type flagellum-dependent swarming motility",https://www.uniprot.org/uniprotkb/P0ABX2
P0ABY4,GO:0009055|GO:0010181,electron transfer activity|FMN binding,https://www.uniprot.org/uniprotkb/P0ABY4
P0AC07,GO:0009288|GO:0120102|GO:0006935|GO:0044780|GO:0005886|GO:0030254|GO:0030257|GO:0071973,bacterial-type flagellum|bacterial-type flagellum secretion apparatus|chemotaxis|bacterial-type flagellum assembly|plasma membrane|protein secretion by the type III secretion system|type III protein secretion system complex|bacterial-type flagellum-dependent cell motility,https://www.uniprot.org/uniprotkb/P0AC07
P0ACE3,GO:0097495|GO:0003677|GO:0006355|GO:0005667|GO:0005829|GO:0010468,H-NS-Hha complex|DNA binding|regulation of DNA-templated transcription|transcription regulator complex|cytosol|regulation of gene expression,https://www.uniprot.org/uniprotkb/P0ACE3
P0ADL3,,,https://www.uniprot.org/uniprotkb/P0ADL3
P0ADT2,GO:0009279|GO:0044010,cell outer membrane|single-species biofilm formation,https://www.uniprot.org/uniprotkb/P0ADT2
P0AEW4,GO:0004115|GO:0008198|GO:0000166,"3',5'-cyclic-AMP phosphodiesterase activity|ferrous iron binding|nucleotide binding",https://www.uniprot.org/uniprotkb/P0AEW4
P0AF36,GO:0000917|GO:0042802|GO:0005829|GO:0043093|GO:0032153,division septum assembly|identical protein binding|cytosol|FtsZ-dependent cytokinesis|cell division site,https://www.uniprot.org/uniprotkb/P0AF36
P0AFT2,GO:0006791|GO:0015811|GO:1903712|GO:0015184|GO:0005886|GO:0055052,"sulfur utilization|L-cystine transport|cysteine transmembrane transport|L-cystine transmembrane transporter activity|plasma membrane|ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing",https://www.uniprot.org/uniprotkb/P0AFT2
P0AG99,GO:0006616|GO:0016020|GO:0009306|GO:0006886|GO:0031522|GO:0043952|GO:0065002|GO:0008320|GO:0005886|GO:0032978|GO:0015450,"SRP-dependent cotranslational protein targeting to membrane, translocation|membrane|protein secretion|intracellular protein transport|cell envelope Sec protein transport complex|protein transport by the Sec complex|intracellular protein transmembrane transport|protein transmembrane transporter activity|plasma membrane|protein insertion into membrane from inner side|protein-transporting ATPase activity",https://www.uniprot.org/uniprotkb/P0AG99
P0AGM2,GO:0005886,plasma membrane,https://www.uniprot.org/uniprotkb/P0AGM2
P0C8K0,GO:2001059|GO:0009401|GO:1902494|GO:0008047|GO:0005886|GO:0005975,D-tagatose 6-phosphate catabolic process|phosphoenolpyruvate-dependent sugar phosphotransferase system|catalytic complex|enzyme activator activity|plasma membrane|carbohydrate metabolic process,https://www.uniprot.org/uniprotkb/P0C8K0
P0DPC4,GO:0005886,plasma membrane,https://www.uniprot.org/uniprotkb/P0DPC4
P0DPO3,,,https://www.uniprot.org/uniprotkb/P0DPO3
P0DSF0,,,https://www.uniprot.org/uniprotkb/P0DSF0
P11664,GO:0016301|GO:0005524,kinase activity|ATP binding,https://www.uniprot.org/uniprotkb/P11664
P15038,GO:0000725|GO:0016887|GO:0016853|GO:0043138|GO:0003677|GO:0005829|GO:0005524,recombinational repair|ATP hydrolysis activity|isomerase activity|3'-5' DNA helicase activity|DNA binding|cytosol|ATP binding,https://www.uniprot.org/uniprotkb/P15038
P15081,GO:0009401|GO:0003677|GO:0006355,phosphoenolpyruvate-dependent sugar phosphotransferase system|DNA binding|regulation of DNA-templated transcription,https://www.uniprot.org/uniprotkb/P15081
P16926,GO:0009252|GO:0008360|GO:0005886|GO:0071963,peptidoglycan biosynthetic process|regulation of cell shape|plasma membrane|establishment or maintenance of cell polarity regulating cell shape,https://www.uniprot.org/uniprotkb/P16926
P17854,GO:0006790|GO:0004604|GO:0005737|GO:0070814|GO:0019379,"sulfur compound metabolic process|phosphoadenylyl-sulfate reductase (thioredoxin) activity|cytoplasm|hydrogen sulfide biosynthetic process|sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin)",https://www.uniprot.org/uniprotkb/P17854
P19926,GO:0016158|GO:0008877|GO:0006007|GO:0030288|GO:0050308,3-phytase activity|glucose-1-phosphatase activity|glucose catabolic process|outer membrane-bounded periplasmic space|sugar-phosphatase activity,https://www.uniprot.org/uniprotkb/P19926
P19932,,,https://www.uniprot.org/uniprotkb/P19932
P21507,GO:0003724|GO:0031555|GO:0016887|GO:0008143|GO:0008186|GO:0033592|GO:0005829|GO:0005524|GO:0042254,"RNA helicase activity|transcriptional attenuation|ATP hydrolysis activity|poly(A) binding|ATP-dependent activity, acting on RNA|RNA strand annealing activity|cytosol|ATP binding|ribosome biogenesis",https://www.uniprot.org/uniprotkb/P21507
P21645,GO:0009245|GO:0016410|GO:0005737|GO:0042802|GO:0005829|GO:0046677|GO:0103118,lipid A biosynthetic process|N-acyltransferase activity|cytoplasm|identical protein binding|cytosol|response to antibiotic|UDP-3-O-(R-3-hydroxymyristoyl)-glucosamine N-acyltransferase activity,https://www.uniprot.org/uniprotkb/P21645
P24554,GO:0000725|GO:0009314|GO:0016887|GO:0008094|GO:0003697|GO:0003684|GO:0006281|GO:0140664|GO:0005524|GO:0046872,"recombinational repair|response to radiation|ATP hydrolysis activity|ATP-dependent activity, acting on DNA|single-stranded DNA binding|damaged DNA binding|DNA repair|ATP-dependent DNA damage sensor activity|ATP binding|metal ion binding",https://www.uniprot.org/uniprotkb/P24554
P25743,GO:0005886,plasma membrane,https://www.uniprot.org/uniprotkb/P25743
P27843,GO:0005886,plasma membrane,https://www.uniprot.org/uniprotkb/P27843
P28303,GO:0005886|GO:0015297|GO:0042910,plasma membrane|antiporter activity|xenobiotic transmembrane transporter activity,https://www.uniprot.org/uniprotkb/P28303
P28369,GO:0003747,translation release factor activity,https://www.uniprot.org/uniprotkb/P28369
P28631,GO:0003887|GO:0009360|GO:0043846|GO:0008408|GO:0003677|GO:0006260|GO:0006261|GO:0030894,"DNA-directed DNA polymerase activity|DNA polymerase III complex|DNA polymerase III, clamp loader complex|3'-5' exonuclease activity|DNA binding|DNA replication|DNA-templated DNA replication|replisome",https://www.uniprot.org/uniprotkb/P28631
P30137,GO:0009229|GO:0009228|GO:0000287|GO:0004789|GO:0005737|GO:0046872,thiamine diphosphate biosynthetic process|thiamine biosynthetic process|magnesium ion binding|thiamine-phosphate diphosphorylase activity|cytoplasm|metal ion binding,https://www.uniprot.org/uniprotkb/P30137
P30748,GO:0006777|GO:0000166|GO:1990140|GO:1990133|GO:0005829,Mo-molybdopterin cofactor biosynthetic process|nucleotide binding|molybdopterin synthase complex|molybdopterin adenylyltransferase complex|cytosol,https://www.uniprot.org/uniprotkb/P30748
P31063,GO:0005886,plasma membrane,https://www.uniprot.org/uniprotkb/P31063
P31452,GO:0009401|GO:0090563|GO:0008982|GO:0008643|GO:0005886,phosphoenolpyruvate-dependent sugar phosphotransferase system|protein-phosphocysteine-sugar phosphotransferase activity|protein-N(PI)-phosphohistidine-sugar phosphotransferase activity|carbohydrate transport|plasma membrane,https://www.uniprot.org/uniprotkb/P31452
P31678,GO:0000287|GO:0006970|GO:0004805|GO:0070415|GO:0005992,magnesium ion binding|response to osmotic stress|trehalose-phosphatase activity|trehalose metabolism in response to cold stress|trehalose biosynthetic process,https://www.uniprot.org/uniprotkb/P31678
P32144,GO:0003700|GO:2000143|GO:0003677,DNA-binding transcription factor activity|negative regulation of DNA-templated transcription initiation|DNA binding,https://www.uniprot.org/uniprotkb/P32144
P32700,,,https://www.uniprot.org/uniprotkb/P32700
P32701,GO:0071111|GO:0005886,cyclic-guanylate-specific phosphodiesterase activity|plasma membrane,https://www.uniprot.org/uniprotkb/P32701
P33012,GO:0006974|GO:2000104|GO:0005737|GO:0008657,"DNA damage response|negative regulation of DNA-templated DNA replication|cytoplasm|DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) inhibitor activity",https://www.uniprot.org/uniprotkb/P33012
P33222,GO:0016874|GO:0005524|GO:0046872,ligase activity|ATP binding|metal ion binding,https://www.uniprot.org/uniprotkb/P33222
P33340,GO:0009289|GO:0043709,pilus|cell adhesion involved in single-species biofilm formation,https://www.uniprot.org/uniprotkb/P33340
P33366,GO:0005886|GO:0043093,plasma membrane|FtsZ-dependent cytokinesis,https://www.uniprot.org/uniprotkb/P33366
P36682,,,https://www.uniprot.org/uniprotkb/P36682
P37057,,,https://www.uniprot.org/uniprotkb/P37057
P37624,GO:0016020|GO:0060187|GO:0016887|GO:0045727|GO:0005886|GO:0005524|GO:0043024|GO:0022627|GO:0140359,membrane|cell pole|ATP hydrolysis activity|positive regulation of translation|plasma membrane|ATP binding|ribosomal small subunit binding|cytosolic small ribosomal subunit|ABC-type transporter activity,https://www.uniprot.org/uniprotkb/P37624
P37660,GO:0009314|GO:0003333|GO:0005886,response to radiation|amino acid transmembrane transport|plasma membrane,https://www.uniprot.org/uniprotkb/P37660
P37677,GO:0016773|GO:0008744|GO:0042803|GO:0005524|GO:0019324,"phosphotransferase activity, alcohol group as acceptor|L-xylulokinase activity|protein homodimerization activity|ATP binding|L-lyxose metabolic process",https://www.uniprot.org/uniprotkb/P37677
P39301,GO:0016020|GO:0015882|GO:0009401|GO:1902495|GO:0090585|GO:0005886|GO:0042802,membrane|L-ascorbic acid transmembrane transport|phosphoenolpyruvate-dependent sugar phosphotransferase system|transmembrane transporter complex|protein-phosphocysteine-L-ascorbate-phosphotransferase system transporter activity|plasma membrane|identical protein binding,https://www.uniprot.org/uniprotkb/P39301
P39342,,,https://www.uniprot.org/uniprotkb/P39342
P39409,GO:0016491|GO:0051539|GO:0046872,"oxidoreductase activity|4 iron, 4 sulfur cluster binding|metal ion binding",https://www.uniprot.org/uniprotkb/P39409
P39451,GO:0004022|GO:0046187|GO:0006974|GO:0008270|GO:0045471,alcohol dehydrogenase (NAD+) activity|acetaldehyde catabolic process|DNA damage response|zinc ion binding|response to ethanol,https://www.uniprot.org/uniprotkb/P39451
P40874,GO:0050131|GO:0006974|GO:0050660|GO:0008115|GO:0005829,N-methyl-L-amino-acid oxidase activity|DNA damage response|flavin adenine dinucleotide binding|sarcosine oxidase activity|cytosol,https://www.uniprot.org/uniprotkb/P40874
P46890,GO:0015833|GO:1904680,peptide transport|peptide transmembrane transporter activity,https://www.uniprot.org/uniprotkb/P46890
P52086,GO:0043755|GO:0009236|GO:0016791|GO:0005737,alpha-ribazole phosphatase activity|cobalamin biosynthetic process|phosphatase activity|cytoplasm,https://www.uniprot.org/uniprotkb/P52086
P61175,GO:0003735|GO:0002181|GO:0006412|GO:0070180|GO:0005737|GO:0005829|GO:0042255|GO:0042256|GO:0015934|GO:1902626|GO:0022625|GO:0046677,structural constituent of ribosome|cytoplasmic translation|translation|large ribosomal subunit rRNA binding|cytoplasm|cytosol|ribosome assembly|cytosolic ribosome assembly|large ribosomal subunit|assembly of large subunit precursor of preribosome|cytosolic large ribosomal subunit|response to antibiotic,https://www.uniprot.org/uniprotkb/P61175
P64490,,,https://www.uniprot.org/uniprotkb/P64490
P65294,GO:0005886,plasma membrane,https://www.uniprot.org/uniprotkb/P65294
P67660,GO:0001216|GO:0000976|GO:2000144|GO:0006355,DNA-binding transcription activator activity|transcription cis-regulatory region binding|positive regulation of DNA-templated transcription initiation|regulation of DNA-templated transcription,https://www.uniprot.org/uniprotkb/P67660
P69789,GO:0009401|GO:0016301|GO:0008982|GO:0005886,phosphoenolpyruvate-dependent sugar phosphotransferase system|kinase activity|protein-N(PI)-phosphohistidine-sugar phosphotransferase activity|plasma membrane,https://www.uniprot.org/uniprotkb/P69789
P75767,GO:0043743|GO:0008360|GO:0005737,LPPG:FO 2-phospho-L-lactate transferase activity|regulation of cell shape|cytoplasm,https://www.uniprot.org/uniprotkb/P75767
P75892,GO:0098721|GO:0006212|GO:0015505|GO:0005886|GO:0015210|GO:0015218|GO:0005350|GO:1904082,uracil import across plasma membrane|uracil catabolic process|uracil:monoatomic cation symporter activity|plasma membrane|uracil transmembrane transporter activity|pyrimidine nucleotide transmembrane transporter activity|pyrimidine nucleobase transmembrane transporter activity|pyrimidine nucleobase transmembrane transport,https://www.uniprot.org/uniprotkb/P75892
P76077,GO:0062077|GO:0097266|GO:0005829|GO:0010124,"phenylacetyl-CoA 1,2-epoxidase complex|phenylacetyl-CoA 1,2-epoxidase activity|cytosol|phenylacetate catabolic process",https://www.uniprot.org/uniprotkb/P76077
P76121,GO:0016646|GO:0010181,"oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor|FMN binding",https://www.uniprot.org/uniprotkb/P76121
P76138,GO:0043565|GO:0003700,sequence-specific DNA binding|DNA-binding transcription factor activity,https://www.uniprot.org/uniprotkb/P76138
P76234,GO:0016491|GO:0051596,oxidoreductase activity|methylglyoxal catabolic process,https://www.uniprot.org/uniprotkb/P76234
P76251,GO:0003862|GO:0009027|GO:0000287|GO:0051287|GO:0005737|GO:0006108|GO:0046553,3-isopropylmalate dehydrogenase activity|tartrate dehydrogenase activity|magnesium ion binding|NAD binding|cytoplasm|malate metabolic process|D-malate dehydrogenase (decarboxylating) (NAD+) activity,https://www.uniprot.org/uniprotkb/P76251
P76296,,,https://www.uniprot.org/uniprotkb/P76296
P76506,GO:0009279|GO:0120010,cell outer membrane|intermembrane phospholipid transfer,https://www.uniprot.org/uniprotkb/P76506
P77169,GO:0010165,response to X-ray,https://www.uniprot.org/uniprotkb/P77169
P77221,GO:0005886,plasma membrane,https://www.uniprot.org/uniprotkb/P77221
P77360,GO:0016616|GO:0008270,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor|zinc ion binding",https://www.uniprot.org/uniprotkb/P77360
P77499,GO:0009314|GO:0016226|GO:0016887|GO:1990229|GO:0005829|GO:0005524,response to radiation|iron-sulfur cluster assembly|ATP hydrolysis activity|iron-sulfur cluster assembly complex|cytosol|ATP binding,https://www.uniprot.org/uniprotkb/P77499
P77569,GO:0003700|GO:0003677|GO:0045892|GO:0019439,DNA-binding transcription factor activity|DNA binding|negative regulation of DNA-templated transcription|obsolete aromatic compound catabolic process,https://www.uniprot.org/uniprotkb/P77569
P77689,GO:0016226|GO:0006979|GO:1990229,iron-sulfur cluster assembly|response to oxidative stress|iron-sulfur cluster assembly complex,https://www.uniprot.org/uniprotkb/P77689
P77700,GO:0003700|GO:0000976|GO:0006355,DNA-binding transcription factor activity|transcription cis-regulatory region binding|regulation of DNA-templated transcription,https://www.uniprot.org/uniprotkb/P77700
Q2M7R5,,,https://www.uniprot.org/uniprotkb/Q2M7R5
Q46810,GO:0006777|GO:0061602|GO:1902760|GO:0000287|GO:0000166,Mo-molybdopterin cofactor biosynthetic process|molybdenum cofactor cytidylyltransferase activity|Mo(VI)-molybdopterin cytosine dinucleotide biosynthetic process|magnesium ion binding|nucleotide binding,https://www.uniprot.org/uniprotkb/Q46810
Q46898,GO:0043571|GO:0003723|GO:0099048|GO:0051607|GO:0032991|GO:0071667,maintenance of CRISPR repeat elements|RNA binding|CRISPR-cas system|defense response to virus|protein-containing complex|DNA/RNA hybrid binding,https://www.uniprot.org/uniprotkb/Q46898
Q46899,GO:0003723|GO:0099048|GO:0051607|GO:0032991|GO:0071667,RNA binding|CRISPR-cas system|defense response to virus|protein-containing complex|DNA/RNA hybrid binding,https://www.uniprot.org/uniprotkb/Q46899
Q47539,GO:0016020|GO:0005886|GO:0055052|GO:0055085|GO:0010438,"membrane|plasma membrane|ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing|transmembrane transport|cellular response to sulfur starvation",https://www.uniprot.org/uniprotkb/Q47539
Q9XB42,,,https://www.uniprot.org/uniprotkb/Q9XB42
A5A630,GO:0005886,plasma membrane,https://www.uniprot.org/uniprotkb/A5A630
P00562,GO:0004072|GO:0009086|GO:0009089|GO:0009088|GO:0009090|GO:0004412|GO:0050661|GO:0070403|GO:0005829|GO:0005524,aspartate kinase activity|methionine biosynthetic process|lysine biosynthetic process via diaminopimelate|threonine biosynthetic process|homoserine biosynthetic process|homoserine dehydrogenase activity|NADP binding|NAD+ binding|cytosol|ATP binding,https://www.uniprot.org/uniprotkb/P00562
P00804,GO:0097304|GO:0006508|GO:0004190|GO:0004175|GO:0005886,obsolete lipoprotein biosynthetic process via signal peptide cleavage|proteolysis|aspartic-type endopeptidase activity|endopeptidase activity|plasma membrane,https://www.uniprot.org/uniprotkb/P00804
P00888,GO:0003849|GO:0009073|GO:0005737|GO:0008652|GO:0042802|GO:0009423,3-deoxy-7-phosphoheptulonate synthase activity|aromatic amino acid family biosynthetic process|cytoplasm|amino acid biosynthetic process|identical protein binding|chorismate biosynthetic process,https://www.uniprot.org/uniprotkb/P00888
