Protein ID,GO ID,Function,Link
Q02201,GO:0016020|GO:0016125|GO:0010314|GO:0120015|GO:0006887|GO:0006897|GO:0043325|GO:0001786|GO:0070300|GO:0070273|GO:0008289|GO:0005737|GO:0005789|GO:0030011|GO:0055092|GO:0005886|GO:0005829|GO:0005548|GO:0032934|GO:0080025|GO:0015918|GO:0015914|GO:0034727|GO:0032541,"membrane|sterol metabolic process|phosphatidylinositol-5-phosphate binding|sterol transfer activity|exocytosis|endocytosis|phosphatidylinositol-3,4-bisphosphate binding|phosphatidylserine binding|phosphatidic acid binding|phosphatidylinositol-4-phosphate binding|lipid binding|cytoplasm|endoplasmic reticulum membrane|maintenance of cell polarity|sterol homeostasis|plasma membrane|cytosol|phospholipid transporter activity|sterol binding|phosphatidylinositol-3,5-bisphosphate binding|sterol transport|phospholipid transport|piecemeal microautophagy of the nucleus|cortical endoplasmic reticulum",https://www.uniprot.org/uniprotkb/Q02201
Q02933,GO:0003723|GO:0000324|GO:0000902|GO:0004521|GO:0006402|GO:0006401|GO:0006915|GO:0005773|GO:0005775|GO:0033897|GO:0005829|GO:0005576,RNA binding|fungal-type vacuole|cell morphogenesis|RNA endonuclease activity|mRNA catabolic process|RNA catabolic process|apoptotic process|vacuole|vacuolar lumen|ribonuclease T2 activity|cytosol|extracellular region,https://www.uniprot.org/uniprotkb/Q02933
Q03327,GO:0008053|GO:0005741|GO:0005739|GO:1990626|GO:1990627,mitochondrial fusion|mitochondrial outer membrane|mitochondrion|mitochondrial outer membrane fusion|mitochondrial inner membrane fusion,https://www.uniprot.org/uniprotkb/Q03327
Q03558,GO:0018548|GO:0006915|GO:0005737|GO:0005739|GO:0005634|GO:0003959|GO:0010181,obsolete pentaerythritol trinitrate reductase activity|apoptotic process|cytoplasm|mitochondrion|nucleus|NADPH dehydrogenase activity|FMN binding,https://www.uniprot.org/uniprotkb/Q03558
Q03691,GO:0009272|GO:0006457|GO:0006458|GO:0006487|GO:0051082|GO:0035269|GO:0005789|GO:0005783|GO:0030950|GO:0007118|GO:0034975,fungal-type cell wall biogenesis|protein folding|'de novo' protein folding|protein N-linked glycosylation|unfolded protein binding|protein O-linked mannosylation|endoplasmic reticulum membrane|endoplasmic reticulum|establishment or maintenance of actin cytoskeleton polarity|budding cell apical bud growth|protein folding in endoplasmic reticulum,https://www.uniprot.org/uniprotkb/Q03691
Q04311,GO:0004045|GO:0036503|GO:0036266|GO:0004521|GO:0006515|GO:0072671|GO:0072344|GO:0005737|GO:0005739|GO:0005789|GO:0005829|GO:0071630|GO:0140101|GO:0046872,"aminoacyl-tRNA hydrolase activity|ERAD pathway|Cdc48p-Npl4p-Vms1p AAA ATPase complex|RNA endonuclease activity|protein quality control for misfolded or incompletely synthesized proteins|mitochondria-associated ubiquitin-dependent protein catabolic process|rescue of stalled ribosome|cytoplasm|mitochondrion|endoplasmic reticulum membrane|cytosol|nuclear protein quality control by the ubiquitin-proteasome system|catalytic activity, acting on a tRNA|metal ion binding",https://www.uniprot.org/uniprotkb/Q04311
Q04368,GO:0000747|GO:0000338|GO:2000434|GO:0008180|GO:0005737|GO:0005634|GO:0000754|GO:0071444,conjugation with cellular fusion|protein deneddylation|regulation of protein neddylation|COP9 signalosome|cytoplasm|nucleus|adaptation of signaling pathway by response to pheromone involved in conjugation with cellular fusion|cellular response to pheromone,https://www.uniprot.org/uniprotkb/Q04368
Q04430,GO:0004594|GO:0008204|GO:0005737|GO:0005634|GO:0005829|GO:0005524|GO:0015937,pantothenate kinase activity|ergosterol metabolic process|cytoplasm|nucleus|cytosol|ATP binding|coenzyme A biosynthetic process,https://www.uniprot.org/uniprotkb/Q04430
Q04728,GO:0004042|GO:0006526|GO:0006592|GO:0004358|GO:0005759|GO:0005739|GO:0103045,L-glutamate N-acetyltransferase activity|arginine biosynthetic process|ornithine biosynthetic process|glutamate N-acetyltransferase activity|mitochondrial matrix|mitochondrion|L-methionine N-acyltransferase activity,https://www.uniprot.org/uniprotkb/Q04728
Q04746,GO:0000742|GO:0048288|GO:0031965|GO:0005739|GO:0005789,karyogamy involved in conjugation with cellular fusion|nuclear membrane fusion involved in karyogamy|nuclear membrane|mitochondrion|endoplasmic reticulum membrane,https://www.uniprot.org/uniprotkb/Q04746
Q04868,GO:0002098|GO:0006417|GO:0005737|GO:0006357|GO:0005654|GO:0033588|GO:0042802|GO:0032447,tRNA wobble uridine modification|regulation of translation|cytoplasm|regulation of transcription by RNA polymerase II|nucleoplasm|elongator holoenzyme complex|identical protein binding|protein urmylation,https://www.uniprot.org/uniprotkb/Q04868
Q05790,GO:0000324|GO:0009277|GO:0004553|GO:0031505|GO:0016757|GO:0016810|GO:0030476|GO:0005619|GO:0005975|GO:0006037,"fungal-type vacuole|fungal-type cell wall|hydrolase activity, hydrolyzing O-glycosyl compounds|fungal-type cell wall organization|glycosyltransferase activity|hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds|ascospore wall assembly|ascospore wall|carbohydrate metabolic process|obsolete cell wall chitin metabolic process",https://www.uniprot.org/uniprotkb/Q05790
Q05809,GO:0033108|GO:0005758|GO:0005743|GO:0005737|GO:0005634|GO:0033617,mitochondrial respiratory chain complex assembly|mitochondrial intermembrane space|mitochondrial inner membrane|cytoplasm|nucleus|mitochondrial cytochrome c oxidase assembly,https://www.uniprot.org/uniprotkb/Q05809
Q06078,GO:0034388|GO:0005730|GO:0006364|GO:0005634|GO:0005654|GO:0030686|GO:0030490|GO:0032040,Pwp2p-containing subcomplex of 90S preribosome|nucleolus|rRNA processing|nucleus|nucleoplasm|90S preribosome|maturation of SSU-rRNA|small-subunit processome,https://www.uniprot.org/uniprotkb/Q06078
Q06406,GO:0003723|GO:0071001|GO:1990726|GO:0000932|GO:0000290|GO:0000398|GO:0008033|GO:0005730|GO:0005732|GO:0006364|GO:0005634|GO:0005681|GO:0005688|GO:0030490|GO:0046540,"RNA binding|U4/U6 snRNP|Lsm1-7-Pat1 complex|P-body|deadenylation-dependent decapping of nuclear-transcribed mRNA|mRNA splicing, via spliceosome|tRNA processing|nucleolus|sno(s)RNA-containing ribonucleoprotein complex|rRNA processing|nucleus|spliceosomal complex|U6 snRNP|maturation of SSU-rRNA|U4/U6 x U5 tri-snRNP complex",https://www.uniprot.org/uniprotkb/Q06406
Q06409,GO:0035556|GO:0005737|GO:0005739|GO:0005085|GO:0031267|GO:0005886|GO:0007264,intracellular signal transduction|cytoplasm|mitochondrion|guanyl-nucleotide exchange factor activity|small GTPase binding|plasma membrane|small GTPase-mediated signal transduction,https://www.uniprot.org/uniprotkb/Q06409
Q06551,GO:0006612|GO:0016409|GO:0097038|GO:0005794|GO:0005789|GO:0005783|GO:0018345|GO:0031211|GO:0019706|GO:0032541,protein targeting to membrane|palmitoyltransferase activity|perinuclear endoplasmic reticulum|Golgi apparatus|endoplasmic reticulum membrane|endoplasmic reticulum|protein palmitoylation|endoplasmic reticulum palmitoyltransferase complex|protein-cysteine S-palmitoyltransferase activity|cortical endoplasmic reticulum,https://www.uniprot.org/uniprotkb/Q06551
Q06640,GO:0016567|GO:0031146|GO:0030674|GO:0019005,protein ubiquitination|SCF-dependent proteasomal ubiquitin-dependent protein catabolic process|protein-macromolecule adaptor activity|SCF ubiquitin ligase complex,https://www.uniprot.org/uniprotkb/Q06640
Q06702,GO:0000272|GO:0004099|GO:0008061|GO:0030476|GO:0005628|GO:0006032|GO:0046872,polysaccharide catabolic process|chitin deacetylase activity|chitin binding|ascospore wall assembly|prospore membrane|chitin catabolic process|metal ion binding,https://www.uniprot.org/uniprotkb/Q06702
Q06810,GO:0000329|GO:0000324|GO:0072659|GO:0005737|GO:0005783|GO:0005886|GO:0000751|GO:1900436|GO:0007231|GO:0007232,fungal-type vacuole membrane|fungal-type vacuole|protein localization to plasma membrane|cytoplasm|endoplasmic reticulum|plasma membrane|mitotic cell cycle G1 arrest in response to pheromone|positive regulation of filamentous growth of a population of unicellular organisms in response to starvation|osmosensory signaling pathway|osmosensory signaling pathway via Sho1 osmosensor,https://www.uniprot.org/uniprotkb/Q06810
Q06815,GO:0010008|GO:0005737|GO:0005794|GO:0005770|GO:0015031|GO:0007034|GO:0005048,endosome membrane|cytoplasm|Golgi apparatus|late endosome|protein transport|vacuolar transport|signal sequence binding,https://www.uniprot.org/uniprotkb/Q06815
Q06834,GO:0000921|GO:0016567|GO:0004842|GO:0045471|GO:0005737|GO:0005634|GO:0046872,septin ring assembly|protein ubiquitination|ubiquitin-protein transferase activity|response to ethanol|cytoplasm|nucleus|metal ion binding,https://www.uniprot.org/uniprotkb/Q06834
Q07381,GO:0000462|GO:0000461|GO:0000479|GO:0005730|GO:0005737|GO:0005634|GO:0030686|GO:0030688|GO:0005525|GO:0043021|GO:0003924|GO:0034511,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)|endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)|endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)|nucleolus|cytoplasm|nucleus|90S preribosome|preribosome, small subunit precursor|GTP binding|ribonucleoprotein complex binding|GTPase activity|U3 snoRNA binding",https://www.uniprot.org/uniprotkb/Q07381
Q08232,GO:0016567|GO:0006511|GO:0000139|GO:0005783|GO:0044695,protein ubiquitination|ubiquitin-dependent protein catabolic process|Golgi membrane|endoplasmic reticulum|Dsc E3 ubiquitin ligase complex,https://www.uniprot.org/uniprotkb/Q08232
Q08236,GO:0031932|GO:0031929|GO:0038203|GO:0001558|GO:0060090|GO:0005737|GO:0005774|GO:0005886|GO:0005546|GO:0030950,"TORC2 complex|TOR signaling|TORC2 signaling|regulation of cell growth|molecular adaptor activity|cytoplasm|vacuolar membrane|plasma membrane|phosphatidylinositol-4,5-bisphosphate binding|establishment or maintenance of actin cytoskeleton polarity",https://www.uniprot.org/uniprotkb/Q08236
Q08417,GO:0016020|GO:0000324|GO:1905329|GO:0045332|GO:0005783|GO:0005886|GO:0005324|GO:0071944,membrane|fungal-type vacuole|sphingoid long-chain base transport|phospholipid translocation|endoplasmic reticulum|plasma membrane|long-chain fatty acid transmembrane transporter activity|cell periphery,https://www.uniprot.org/uniprotkb/Q08417
Q08486,NA,NA,https://www.uniprot.org/uniprotkb/Q08486
Q08686,GO:0002098|GO:0004792|GO:0002143|GO:0016784|GO:0005737|GO:0005739,tRNA wobble uridine modification|thiosulfate sulfurtransferase activity|tRNA wobble position uridine thiolation|3-mercaptopyruvate sulfurtransferase activity|cytoplasm|mitochondrion,https://www.uniprot.org/uniprotkb/Q08686
Q08969,GO:0005737,cytoplasm,https://www.uniprot.org/uniprotkb/Q08969
Q12006,GO:0006612|GO:0016409|GO:0005794|GO:0005789|GO:0005783|GO:0018345|GO:0019706,protein targeting to membrane|palmitoyltransferase activity|Golgi apparatus|endoplasmic reticulum membrane|endoplasmic reticulum|protein palmitoylation|protein-cysteine S-palmitoyltransferase activity,https://www.uniprot.org/uniprotkb/Q12006
Q12055,GO:0004017|GO:0000462|GO:0016887|GO:0005737|GO:0005634|GO:0005524|GO:0010494|GO:0034599,"adenylate kinase activity|maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)|ATP hydrolysis activity|cytoplasm|nucleus|ATP binding|cytoplasmic stress granule|cellular response to oxidative stress",https://www.uniprot.org/uniprotkb/Q12055
Q12099,GO:0003724|GO:0003729|GO:0071013|GO:0000462|GO:0000398|GO:0016887|GO:0097078|GO:0005730|GO:0030688|GO:0005524|GO:0030490|GO:0032040,"RNA helicase activity|mRNA binding|catalytic step 2 spliceosome|maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)|mRNA splicing, via spliceosome|ATP hydrolysis activity|FAL1-SGD1 complex|nucleolus|preribosome, small subunit precursor|ATP binding|maturation of SSU-rRNA|small-subunit processome",https://www.uniprot.org/uniprotkb/Q12099
Q12112,GO:0003723|GO:0003887|GO:0004523|GO:0006508|GO:0004190|GO:0005737|GO:0003677|GO:0006310|GO:0005634|GO:0015074|GO:0005524|GO:0003964|GO:0032196|GO:0046872,RNA binding|DNA-directed DNA polymerase activity|RNA-DNA hybrid ribonuclease activity|proteolysis|aspartic-type endopeptidase activity|cytoplasm|DNA binding|DNA recombination|nucleus|DNA integration|ATP binding|RNA-directed DNA polymerase activity|transposition|metal ion binding,https://www.uniprot.org/uniprotkb/Q12112
Q12213,GO:0003723|GO:0003735|GO:0000463|GO:0000470|GO:0002181|GO:0005730|GO:0005737|GO:0005829|GO:0042273|GO:0022625,"RNA binding|structural constituent of ribosome|maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)|maturation of LSU-rRNA|cytoplasmic translation|nucleolus|cytoplasm|cytosol|ribosomal large subunit biogenesis|cytosolic large ribosomal subunit",https://www.uniprot.org/uniprotkb/Q12213
Q12346,GO:0005789|GO:0005783|GO:0071944,endoplasmic reticulum membrane|endoplasmic reticulum|cell periphery,https://www.uniprot.org/uniprotkb/Q12346
Q12454,GO:0016791|GO:0004725|GO:0005737,phosphatase activity|protein tyrosine phosphatase activity|cytoplasm,https://www.uniprot.org/uniprotkb/Q12454
Q12504,GO:0016279|GO:0005634|GO:0032259,protein-lysine N-methyltransferase activity|nucleus|methylation,https://www.uniprot.org/uniprotkb/Q12504
Q6B0V8,GO:0016020|GO:0006312,membrane|mitotic recombination,https://www.uniprot.org/uniprotkb/Q6B0V8
Q8TGK1,NA,NA,https://www.uniprot.org/uniprotkb/Q8TGK1
Q8TGS8,NA,NA,https://www.uniprot.org/uniprotkb/Q8TGS8
Q99393,GO:0000324|GO:0006882|GO:0038023|GO:0005737|GO:0005789|GO:0005634,fungal-type vacuole|intracellular zinc ion homeostasis|signaling receptor activity|cytoplasm|endoplasmic reticulum membrane|nucleus,https://www.uniprot.org/uniprotkb/Q99393
Q9ZZX8,GO:0005739,mitochondrion,https://www.uniprot.org/uniprotkb/Q9ZZX8
O13297,GO:1900182|GO:0004651|GO:0031533|GO:0006370|GO:0032968|GO:0140818,positive regulation of protein localization to nucleus|polynucleotide 5'-phosphatase activity|mRNA capping enzyme complex|7-methylguanosine mRNA capping|positive regulation of transcription elongation by RNA polymerase II|mRNA 5'-triphosphate monophosphatase activity,https://www.uniprot.org/uniprotkb/O13297
O13511,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/O13511
P00927,GO:0009097|GO:0006567|GO:0006565|GO:0004794|GO:0030170|GO:0005739|GO:0003941,isoleucine biosynthetic process|threonine catabolic process|L-serine catabolic process|threonine deaminase activity|pyridoxal phosphate binding|mitochondrion|L-serine ammonia-lyase activity,https://www.uniprot.org/uniprotkb/P00927
P06786,GO:0000819|GO:0000712|GO:0000722|GO:0009303|GO:0000019|GO:0097047|GO:0097046|GO:0005739|GO:0003677|GO:0006325|GO:0006265|GO:0006271|GO:0005634|GO:0042802|GO:0005524|GO:0031055|GO:0003918|GO:0000795|GO:0007131|GO:0046872,"sister chromatid segregation|resolution of meiotic recombination intermediates|telomere maintenance via recombination|rRNA transcription|regulation of mitotic recombination|DNA replication termination region|replication fork progression beyond termination site|mitochondrion|DNA binding|chromatin organization|DNA topological change|DNA strand elongation involved in DNA replication|nucleus|identical protein binding|ATP binding|chromatin remodeling at centromere|DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity|synaptonemal complex|reciprocal meiotic recombination|metal ion binding",https://www.uniprot.org/uniprotkb/P06786
P0CE85,GO:0009277|GO:0031505|GO:0005199,fungal-type cell wall|fungal-type cell wall organization|structural constituent of cell wall,https://www.uniprot.org/uniprotkb/P0CE85
P0CE86,GO:0009277|GO:0031505|GO:0005199|GO:0005829,fungal-type cell wall|fungal-type cell wall organization|structural constituent of cell wall|cytosol,https://www.uniprot.org/uniprotkb/P0CE86
P10662,GO:0003735|GO:0005763|GO:0005743|GO:0005737|GO:0005739|GO:0032543,structural constituent of ribosome|mitochondrial small ribosomal subunit|mitochondrial inner membrane|cytoplasm|mitochondrion|mitochondrial translation,https://www.uniprot.org/uniprotkb/P10662
P13298,GO:0004588|GO:0006207|GO:0006221|GO:0005737|GO:0005634|GO:0046132|GO:0044205,orotate phosphoribosyltransferase activity|'de novo' pyrimidine nucleobase biosynthetic process|pyrimidine nucleotide biosynthetic process|cytoplasm|nucleus|pyrimidine ribonucleoside biosynthetic process|'de novo' UMP biosynthetic process,https://www.uniprot.org/uniprotkb/P13298
P16861,GO:0003872|GO:0061621|GO:0016208|GO:0048029|GO:0051453|GO:0070095|GO:0005741|GO:0005737|GO:0005739|GO:0006002|GO:0042802|GO:0005524|GO:0030388|GO:0005945|GO:0006096|GO:1902600|GO:0046872,"6-phosphofructokinase activity|canonical glycolysis|AMP binding|monosaccharide binding|regulation of intracellular pH|fructose-6-phosphate binding|mitochondrial outer membrane|cytoplasm|mitochondrion|fructose 6-phosphate metabolic process|identical protein binding|ATP binding|fructose 1,6-bisphosphate metabolic process|6-phosphofructokinase complex|glycolytic process|proton transmembrane transport|metal ion binding",https://www.uniprot.org/uniprotkb/P16861
P20485,GO:0006656|GO:0006646|GO:0004103|GO:0004305|GO:0005737|GO:0005524,phosphatidylcholine biosynthetic process|phosphatidylethanolamine biosynthetic process|choline kinase activity|ethanolamine kinase activity|cytoplasm|ATP binding,https://www.uniprot.org/uniprotkb/P20485
P23624,GO:0051321|GO:0051177|GO:0072687|GO:0005634|GO:0045876|GO:0030435|GO:0000779|GO:0071459,"meiotic cell cycle|meiotic sister chromatid cohesion|meiotic spindle|nucleus|positive regulation of sister chromatid cohesion|sporulation resulting in formation of a cellular spore|condensed chromosome, centromeric region|protein localization to chromosome, centromeric region",https://www.uniprot.org/uniprotkb/P23624
P25358,GO:0016192|GO:0030148|GO:0005789|GO:0005783|GO:0042761|GO:0030497|GO:0034626|GO:0034625|GO:0032511|GO:0009922|GO:0019367,"vesicle-mediated transport|sphingolipid biosynthetic process|endoplasmic reticulum membrane|endoplasmic reticulum|very long-chain fatty acid biosynthetic process|fatty acid elongation|fatty acid elongation, polyunsaturated fatty acid|fatty acid elongation, monounsaturated fatty acid|late endosome to vacuole transport via multivesicular body sorting pathway|fatty acid elongase activity|fatty acid elongation, saturated fatty acid",https://www.uniprot.org/uniprotkb/P25358
P25378,GO:0042147|GO:0005886|GO:0005829|GO:0005525|GO:0003924|GO:0019003|GO:0007264,"retrograde transport, endosome to Golgi|plasma membrane|cytosol|GTP binding|GTPase activity|GDP binding|small GTPase-mediated signal transduction",https://www.uniprot.org/uniprotkb/P25378
P25610,GO:0016020|GO:0009277|GO:0031505|GO:0005199,membrane|fungal-type cell wall|fungal-type cell wall organization|structural constituent of cell wall,https://www.uniprot.org/uniprotkb/P25610
P28007,GO:0000454|GO:0031429|GO:0031120|GO:0005730|GO:0034513,snoRNA guided rRNA pseudouridine synthesis|box H/ACA snoRNP complex|snRNA pseudouridine synthesis|nucleolus|box H/ACA snoRNA binding,https://www.uniprot.org/uniprotkb/P28007
P30665,GO:0043596|GO:0071162|GO:0000727|GO:1902975|GO:0097373|GO:0004386|GO:0016887|GO:0033260|GO:0005737|GO:0003697|GO:0003688|GO:0003678|GO:0006267|GO:0006268|GO:0006270|GO:0006271|GO:0006279|GO:0005634|GO:0005654|GO:0005656|GO:0031261|GO:0031298|GO:0005524|GO:0042555,nuclear replication fork|CMG complex|double-strand break repair via break-induced replication|mitotic DNA replication initiation|MCM core complex|helicase activity|ATP hydrolysis activity|nuclear DNA replication|cytoplasm|single-stranded DNA binding|DNA replication origin binding|DNA helicase activity|pre-replicative complex assembly involved in nuclear cell cycle DNA replication|DNA unwinding involved in DNA replication|DNA replication initiation|DNA strand elongation involved in DNA replication|premeiotic DNA replication|nucleus|nucleoplasm|nuclear pre-replicative complex|DNA replication preinitiation complex|replication fork protection complex|ATP binding|MCM complex,https://www.uniprot.org/uniprotkb/P30665
P32472,GO:0016020|GO:0003755|GO:0000324|GO:0061077|GO:0005737|GO:0005789|GO:0005783|GO:0005634|GO:0005528,membrane|peptidyl-prolyl cis-trans isomerase activity|fungal-type vacuole|chaperone-mediated protein folding|cytoplasm|endoplasmic reticulum membrane|endoplasmic reticulum|nucleus|FK506 binding,https://www.uniprot.org/uniprotkb/P32472
P32590,GO:0006457|GO:0005737|GO:0043161|GO:0005634|GO:0042026|GO:0140662|GO:0005829|GO:0005516|GO:0005524|GO:0000774|GO:0010499,protein folding|cytoplasm|proteasome-mediated ubiquitin-dependent protein catabolic process|nucleus|protein refolding|ATP-dependent protein folding chaperone|cytosol|calmodulin binding|ATP binding|adenyl-nucleotide exchange factor activity|proteasomal ubiquitin-independent protein catabolic process,https://www.uniprot.org/uniprotkb/P32590
P32783,GO:0003723|GO:0004482|GO:0006370|GO:0005634|GO:0005829,RNA binding|mRNA 5'-cap (guanine-N7-)-methyltransferase activity|7-methylguanosine mRNA capping|nucleus|cytosol,https://www.uniprot.org/uniprotkb/P32783
P32806,GO:0005737|GO:0005768|GO:0005096|GO:0005829|GO:0005802,cytoplasm|endosome|GTPase activator activity|cytosol|trans-Golgi network,https://www.uniprot.org/uniprotkb/P32806
P32873,GO:0043332|GO:0031106|GO:0035024|GO:0000131|GO:0005737|GO:0030010|GO:0005096|GO:0005934|GO:0005938|GO:0007165|GO:0032266,mating projection tip|septin ring organization|negative regulation of Rho protein signal transduction|incipient cellular bud site|cytoplasm|establishment of cell polarity|GTPase activator activity|cellular bud tip|cell cortex|signal transduction|phosphatidylinositol-3-phosphate binding,https://www.uniprot.org/uniprotkb/P32873
P33204,GO:0034314|GO:0051015|GO:0060090|GO:0045010|GO:0015629|GO:0030479|GO:0030041|GO:0005885|GO:0044396,Arp2/3 complex-mediated actin nucleation|actin filament binding|molecular adaptor activity|actin nucleation|actin cytoskeleton|actin cortical patch|actin filament polymerization|Arp2/3 protein complex|actin cortical patch organization,https://www.uniprot.org/uniprotkb/P33204
P33296,GO:0061631|GO:0036503|GO:0000209|GO:0006513|GO:0004842|GO:0005789|GO:0005783|GO:0005634|GO:0005524,ubiquitin conjugating enzyme activity|ERAD pathway|protein polyubiquitination|protein monoubiquitination|ubiquitin-protein transferase activity|endoplasmic reticulum membrane|endoplasmic reticulum|nucleus|ATP binding,https://www.uniprot.org/uniprotkb/P33296
P35728,GO:0061630|GO:0000209|GO:0016567|GO:0006511|GO:0006397|GO:0036002|GO:0008270|GO:0006369|GO:0005634|GO:0005847|GO:0030846|GO:0005829,"ubiquitin protein ligase activity|protein polyubiquitination|protein ubiquitination|ubiquitin-dependent protein catabolic process|mRNA processing|pre-mRNA binding|zinc ion binding|termination of RNA polymerase II transcription|nucleus|mRNA cleavage and polyadenylation specificity factor complex|termination of RNA polymerase II transcription, poly(A)-coupled|cytosol",https://www.uniprot.org/uniprotkb/P35728
P35731,GO:0006633|GO:0006631|GO:0009060|GO:0016616|GO:0004316|GO:0048038|GO:0005739,"fatty acid biosynthetic process|fatty acid metabolic process|aerobic respiration|oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor|3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity|quinone binding|mitochondrion",https://www.uniprot.org/uniprotkb/P35731
P36062,GO:0015824|GO:0000329|GO:0000324|GO:0005774|GO:0003333|GO:0015188|GO:0015186|GO:0005302|GO:0032974,proline transport|fungal-type vacuole membrane|fungal-type vacuole|vacuolar membrane|amino acid transmembrane transport|L-isoleucine transmembrane transporter activity|L-glutamine transmembrane transporter activity|L-tyrosine transmembrane transporter activity|amino acid transmembrane export from vacuole,https://www.uniprot.org/uniprotkb/P36062
P36107,GO:0006673|GO:0070916|GO:0045140|GO:0030148|GO:0005794|GO:0005783|GO:0032580,inositol phosphoceramide metabolic process|inositol phosphoceramide synthase complex|inositol phosphoceramide synthase activity|sphingolipid biosynthetic process|Golgi apparatus|endoplasmic reticulum|Golgi cisterna membrane,https://www.uniprot.org/uniprotkb/P36107
P36111,NA,NA,https://www.uniprot.org/uniprotkb/P36111
P38115,GO:0004032|GO:0045149|GO:0045290|GO:0047816|GO:0106271|GO:0052588|GO:0005829|GO:0005975,aldose reductase (NADPH) activity|acetoin metabolic process|D-arabinose 1-dehydrogenase [NAD(P)+] activity|D-arabinose 1-dehydrogenase (NAD+) activity|D-arabinose 1-dehydrogenase (NADP+) activity|diacetyl reductase ((S)-acetoin forming) (NAD+) activity|cytosol|carbohydrate metabolic process,https://www.uniprot.org/uniprotkb/P38115
P38182,GO:0120095|GO:0000329|GO:0071211|GO:0000421|GO:0000407|GO:0097352|GO:0006888|GO:0016241|GO:0031503|GO:1905153|GO:0006995|GO:0031966|GO:0031386|GO:0000045|GO:0061025|GO:0006914|GO:0008429|GO:0033110|GO:0044804|GO:0005737|GO:0005776|GO:0005829|GO:0005811|GO:0061709|GO:0034727|GO:0034497|GO:0032258|GO:0140042,vacuole-isolation membrane contact site|fungal-type vacuole membrane|protein targeting to vacuole involved in autophagy|autophagosome membrane|phagophore assembly site|autophagosome maturation|endoplasmic reticulum to Golgi vesicle-mediated transport|regulation of macroautophagy|protein-containing complex localization|regulation of membrane invagination|cellular response to nitrogen starvation|mitochondrial membrane|protein tag activity|autophagosome assembly|membrane fusion|autophagy|phosphatidylethanolamine binding|Cvt vesicle membrane|nucleophagy|cytoplasm|autophagosome|cytosol|lipid droplet|reticulophagy|piecemeal microautophagy of the nucleus|protein localization to phagophore assembly site|cytoplasm to vacuole targeting by the Cvt pathway|lipid droplet formation,https://www.uniprot.org/uniprotkb/P38182
P38286,GO:0141040|GO:0030148|GO:0005789|GO:0005783|GO:0045703|GO:0042761|GO:0030497,very-long-chain 3-oxoacyl-CoA reductase activity|sphingolipid biosynthetic process|endoplasmic reticulum membrane|endoplasmic reticulum|ketoreductase activity|very long-chain fatty acid biosynthetic process|fatty acid elongation,https://www.uniprot.org/uniprotkb/P38286
P38315,GO:0065003|GO:0005737|GO:0015035|GO:0034599|GO:0140297,protein-containing complex assembly|cytoplasm|protein-disulfide reductase activity|cellular response to oxidative stress|DNA-binding transcription factor binding,https://www.uniprot.org/uniprotkb/P38315
P38325,GO:0006626|GO:1990593|GO:0033750|GO:0005741|GO:0005739|GO:0044289,protein targeting to mitochondrion|nascent polypeptide-associated complex binding|ribosome localization|mitochondrial outer membrane|mitochondrion|mitochondrial inner-outer membrane contact site,https://www.uniprot.org/uniprotkb/P38325
P38616,GO:0070726|GO:0005576,cell wall assembly|extracellular region,https://www.uniprot.org/uniprotkb/P38616
P38699,GO:0043565|GO:0003700|GO:0000981|GO:0008270|GO:0045944|GO:0006368|GO:0006357|GO:0005634|GO:0034599,"sequence-specific DNA binding|DNA-binding transcription factor activity|DNA-binding transcription factor activity, RNA polymerase II-specific|zinc ion binding|positive regulation of transcription by RNA polymerase II|transcription elongation by RNA polymerase II|regulation of transcription by RNA polymerase II|nucleus|cellular response to oxidative stress",https://www.uniprot.org/uniprotkb/P38699
P38758,GO:0016491|GO:0042147|GO:0005737|GO:0005770|GO:0005829,"oxidoreductase activity|retrograde transport, endosome to Golgi|cytoplasm|late endosome|cytosol",https://www.uniprot.org/uniprotkb/P38758
