Protein ID,GO ID,Function,Link
A0A558F5J5,GO:0006793|GO:0008976,phosphorus metabolic process|polyphosphate kinase activity,https://www.uniprot.org/uniprotkb/A0A558F5J5
A0A558FA98,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FA98
A0A558FJU9,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/A0A558FJU9
A0A558FMI2,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FMI2
A0A558F0F2,GO:0008800|GO:0030655|GO:0046677,beta-lactamase activity|beta-lactam antibiotic catabolic process|response to antibiotic,https://www.uniprot.org/uniprotkb/A0A558F0F2
A0A558F8L9,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/A0A558F8L9
A0A558FII8,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FII8
A0A558F3S8,GO:0009055|GO:0016652|GO:0016655|GO:0010181,"electron transfer activity|oxidoreductase activity, acting on NAD(P)H as acceptor|oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor|FMN binding",https://www.uniprot.org/uniprotkb/A0A558F3S8
A0A558F8U5,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/A0A558F8U5
A0A558FEM2,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FEM2
A0A558F2K8,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F2K8
A0A558FFZ1,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FFZ1
A0A558FKW9,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/A0A558FKW9
A0A558F2U3,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F2U3
A0A558F8R4,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F8R4
A0A558FDC9,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FDC9
A0A558FK45,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FK45
A0A558FEP2,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FEP2
A0A558FFM5,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FFM5
A0A558FFN4,GO:0016491,oxidoreductase activity,https://www.uniprot.org/uniprotkb/A0A558FFN4
A0A558F6B8,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F6B8
A0A558FBF4,GO:0000160,phosphorelay signal transduction system,https://www.uniprot.org/uniprotkb/A0A558FBF4
A0A558F5L4,GO:0043565|GO:0003700|GO:0009893,sequence-specific DNA binding|DNA-binding transcription factor activity|positive regulation of metabolic process,https://www.uniprot.org/uniprotkb/A0A558F5L4
A0A558FB85,GO:0000287|GO:0016868|GO:0005975,magnesium ion binding|intramolecular phosphotransferase activity|carbohydrate metabolic process,https://www.uniprot.org/uniprotkb/A0A558FB85
A0A558FEN4,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FEN4
A0A558FHC5,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FHC5
A0A558FEP1,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FEP1
A0A558F1X6,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F1X6
A0A558F321,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F321
A0A558F445,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F445
A0A558EZW1,NA,NA,https://www.uniprot.org/uniprotkb/A0A558EZW1
A0A558F5I9,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F5I9
A0A558F357,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F357
A0A558F825,GO:0016810|GO:0005975,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds|carbohydrate metabolic process",https://www.uniprot.org/uniprotkb/A0A558F825
A0A558FEM9,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FEM9
A0A558FKH0,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FKH0
A0A558FKK1,GO:0003700|GO:0003677,DNA-binding transcription factor activity|DNA binding,https://www.uniprot.org/uniprotkb/A0A558FKK1
A0A558FEP0,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FEP0
A0A558FI85,GO:0016787,hydrolase activity,https://www.uniprot.org/uniprotkb/A0A558FI85
A0A558FKS4,GO:0003755,peptidyl-prolyl cis-trans isomerase activity,https://www.uniprot.org/uniprotkb/A0A558FKS4
A0A558F6U1,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F6U1
A0A558F8N0,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/A0A558F8N0
A0A558FEN8,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FEN8
A0A558FME2,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/A0A558FME2
A0A558FKB3,GO:0042597,periplasmic space,https://www.uniprot.org/uniprotkb/A0A558FKB3
A0A558FM26,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FM26
A0A558FC11,GO:0009231|GO:0008703,riboflavin biosynthetic process|5-amino-6-(5-phosphoribosylamino)uracil reductase activity,https://www.uniprot.org/uniprotkb/A0A558FC11
A0A558FFR1,GO:0051920,peroxiredoxin activity,https://www.uniprot.org/uniprotkb/A0A558FFR1
A0A558FF83,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FF83
A0A558FFU3,GO:0004609|GO:0008654,phosphatidylserine decarboxylase activity|phospholipid biosynthetic process,https://www.uniprot.org/uniprotkb/A0A558FFU3
A0A558F331,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F331
A0A558F9S1,GO:0016432|GO:0008033,tRNA-uridine aminocarboxypropyltransferase activity|tRNA processing,https://www.uniprot.org/uniprotkb/A0A558F9S1
A0A558FBI8,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FBI8
A0A558FKN9,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FKN9
A0A558FEL2,GO:0004725|GO:0046685,protein tyrosine phosphatase activity|response to arsenic-containing substance,https://www.uniprot.org/uniprotkb/A0A558FEL2
A0A558FER0,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FER0
A0A558F2V8,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F2V8
A0A558F8Q5,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F8Q5
A0A558FFJ5,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FFJ5
A0A558FK78,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FK78
A0A558FJT3,GO:0003700,DNA-binding transcription factor activity,https://www.uniprot.org/uniprotkb/A0A558FJT3
A0A558F902,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F902
A0A558FJ94,GO:0005886|GO:0015204,plasma membrane|urea transmembrane transporter activity,https://www.uniprot.org/uniprotkb/A0A558FJ94
A0A558FEP9,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FEP9
A0A558F990,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F990
A0A558FBT9,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FBT9
A0A558F077,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F077
A0A558F8M2,GO:0042597,periplasmic space,https://www.uniprot.org/uniprotkb/A0A558F8M2
A0A558FFZ7,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FFZ7
A0A558F9T0,GO:0016787,hydrolase activity,https://www.uniprot.org/uniprotkb/A0A558F9T0
A0A558FBZ7,GO:0016020|GO:0006508|GO:0008235,membrane|proteolysis|metalloexopeptidase activity,https://www.uniprot.org/uniprotkb/A0A558FBZ7
A0A558FKD1,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FKD1
A0A558F351,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F351
A0A558F505,GO:0018580|GO:0009636,nitronate monooxygenase activity|response to toxic substance,https://www.uniprot.org/uniprotkb/A0A558F505
A0A558F9C7,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F9C7
A0A558FEM3,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FEM3
A0A558FJW2,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FJW2
A0A558F8H7,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F8H7
A0A558FAC3,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FAC3
A0A558FLD8,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/A0A558FLD8
A0A558FEP4,GO:0003677|GO:0006265|GO:0003917|GO:0046872,"DNA binding|DNA topological change|DNA topoisomerase type I (single strand cut, ATP-independent) activity|metal ion binding",https://www.uniprot.org/uniprotkb/A0A558FEP4
A0A558FEK3,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/A0A558FEK3
A0A558FAE0,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FAE0
A0A558FFS3,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FFS3
A0A558FMU2,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FMU2
A0A558F2P9,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F2P9
A0A558F2L0,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F2L0
A0A558F5Z8,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/A0A558F5Z8
A0A558FIC6,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FIC6
A0A558FKY4,GO:0005886,plasma membrane,https://www.uniprot.org/uniprotkb/A0A558FKY4
A0A558FKJ6,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FKJ6
A0A558F5J8,GO:0016740,transferase activity,https://www.uniprot.org/uniprotkb/A0A558F5J8
A0A558FJS4,GO:0009279|GO:0015562,cell outer membrane|efflux transmembrane transporter activity,https://www.uniprot.org/uniprotkb/A0A558FJS4
A0A558F8K4,GO:0016020|GO:0008168|GO:0032259,membrane|methyltransferase activity|methylation,https://www.uniprot.org/uniprotkb/A0A558F8K4
A0A558FEL8,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FEL8
A0A558FMH2,GO:0016787,hydrolase activity,https://www.uniprot.org/uniprotkb/A0A558FMH2
A0A558FAE2,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FAE2
A0A558FD75,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FD75
A0A558F0A0,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F0A0
A0A558F392,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/A0A558F392
A0A558FKP4,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FKP4
A0A558FFN2,GO:0006534|GO:0030170|GO:0031071,cysteine metabolic process|pyridoxal phosphate binding|cysteine desulfurase activity,https://www.uniprot.org/uniprotkb/A0A558FFN2
A0A558F4E7,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F4E7
A0A558F8N9,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F8N9
A0A558FEL7,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FEL7
A0A558F719,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F719
A0A558FGF0,GO:0005737|GO:0005576,cytoplasm|extracellular region,https://www.uniprot.org/uniprotkb/A0A558FGF0
A0A558FGU0,GO:0004563|GO:0102148|GO:0005975,beta-N-acetylhexosaminidase activity|N-acetyl-beta-D-galactosaminidase activity|carbohydrate metabolic process,https://www.uniprot.org/uniprotkb/A0A558FGU0
A0A558F8L8,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F8L8
A0A558FEQ8,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FEQ8
A0A558FEP3,GO:0003697|GO:0006260,single-stranded DNA binding|DNA replication,https://www.uniprot.org/uniprotkb/A0A558FEP3
A0A558FLL6,GO:0008519|GO:0005886,ammonium channel activity|plasma membrane,https://www.uniprot.org/uniprotkb/A0A558FLL6
A0A558F7M4,GO:0003964,RNA-directed DNA polymerase activity,https://www.uniprot.org/uniprotkb/A0A558F7M4
A0A558FA00,GO:0016491,oxidoreductase activity,https://www.uniprot.org/uniprotkb/A0A558FA00
A0A558FFL0,GO:0007165,signal transduction,https://www.uniprot.org/uniprotkb/A0A558FFL0
A0A558FGD3,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FGD3
A0A558F446,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/A0A558F446
A0A558F709,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/A0A558F709
A0A558FBT4,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FBT4
A0A558FEY9,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/A0A558FEY9
A0A558FKN6,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FKN6
A0A558F6N4,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F6N4
A0A558F7W4,GO:0016020|GO:0016655,"membrane|oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor",https://www.uniprot.org/uniprotkb/A0A558F7W4
A0A558F911,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F911
A0A558F965,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F965
A0A558F9I5,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F9I5
A0A558FCJ3,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/A0A558FCJ3
A0A558FML7,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FML7
A0A558FLU1,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FLU1
A0A558F1T8,GO:0006750|GO:0006751|GO:0036374|GO:0103068,glutathione biosynthetic process|glutathione catabolic process|glutathione hydrolase activity|leukotriene C4 gamma-glutamyl transferase activity,https://www.uniprot.org/uniprotkb/A0A558F1T8
A0A558FKB0,GO:0016740,transferase activity,https://www.uniprot.org/uniprotkb/A0A558FKB0
A0A558F6T8,GO:0005576|GO:0003950,extracellular region|NAD+-protein poly-ADP-ribosyltransferase activity,https://www.uniprot.org/uniprotkb/A0A558F6T8
A0A558FJM4,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FJM4
A0A558F1Q1,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F1Q1
A0A558F211,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F211
A0A558F796,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F796
A0A558FEY8,GO:0004519|GO:0008270|GO:0003676,endonuclease activity|zinc ion binding|nucleic acid binding,https://www.uniprot.org/uniprotkb/A0A558FEY8
A0A558FI84,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FI84
A0A558FFM8,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FFM8
A0A558F2X3,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F2X3
A0A558F464,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F464
A0A558FHC0,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/A0A558FHC0
A0A558FKQ3,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FKQ3
A0A558FFL5,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FFL5
A0A558FG19,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FG19
A0A558F2Y9,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F2Y9
A0A558FFQ3,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FFQ3
A0A558FHA1,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FHA1
A0A558FMC1,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FMC1
A0A558F190,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F190
A0A558F4P5,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F4P5
A0A558FJ44,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FJ44
A0A558F3U4,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F3U4
A0A558F564,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F564
A0A558FEA6,GO:0009279,cell outer membrane,https://www.uniprot.org/uniprotkb/A0A558FEA6
A0A558FEN2,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/A0A558FEN2
A0A558FCW9,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/A0A558FCW9
A0A558FFN8,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FFN8
A0A558FI65,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/A0A558FI65
A0A558FK62,GO:0005524,ATP binding,https://www.uniprot.org/uniprotkb/A0A558FK62
A0A558F5D7,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F5D7
A0A558F5E2,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/A0A558F5E2
A0A558FE85,GO:0016887|GO:0005886|GO:0005524|GO:0140359,ATP hydrolysis activity|plasma membrane|ATP binding|ABC-type transporter activity,https://www.uniprot.org/uniprotkb/A0A558FE85
A0A558FFJ8,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FFJ8
A0A558FG44,GO:0003700,DNA-binding transcription factor activity,https://www.uniprot.org/uniprotkb/A0A558FG44
A0A558F3L3,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F3L3
A0A558FLW4,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FLW4
A0A558F6F1,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F6F1
A0A558F973,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F973
A0A558F1K2,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F1K2
A0A558F5M0,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/A0A558F5M0
A0A558FI76,GO:0016787,hydrolase activity,https://www.uniprot.org/uniprotkb/A0A558FI76
A0A558FIK2,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FIK2
A0A558FK87,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FK87
A0A558FJU3,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FJU3
A0A558FE89,GO:0016740,transferase activity,https://www.uniprot.org/uniprotkb/A0A558FE89
A0A558FKI3,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FKI3
A0A558F5D8,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F5D8
A0A558FBS1,GO:0043565|GO:0003700,sequence-specific DNA binding|DNA-binding transcription factor activity,https://www.uniprot.org/uniprotkb/A0A558FBS1
A0A558F8Q1,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F8Q1
A0A558FKC7,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FKC7
A0A558FI40,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/A0A558FI40
A0A558F4M2,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F4M2
A0A558F7P1,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/A0A558F7P1
A0A558F841,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F841
A0A558FA95,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FA95
A0A558FKK7,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/A0A558FKK7
A0A558FCY2,GO:0051920,peroxiredoxin activity,https://www.uniprot.org/uniprotkb/A0A558FCY2
A0A558F2S3,GO:0003824,catalytic activity,https://www.uniprot.org/uniprotkb/A0A558F2S3
A0A558F728,GO:0016853,isomerase activity,https://www.uniprot.org/uniprotkb/A0A558F728
A0A558FKV6,GO:0016020|GO:0016740,membrane|transferase activity,https://www.uniprot.org/uniprotkb/A0A558FKV6
A0A558FEC2,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FEC2
A0A558FJL9,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FJL9
A0A558FKU8,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FKU8
A0A558FEN1,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/A0A558FEN1
A0A558F1X0,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/A0A558F1X0
A0A558FJ37,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FJ37
A0A558F1F0,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F1F0
A0A558FA03,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FA03
A0A558FBY5,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FBY5
A0A558FHF3,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FHF3
A0A558FK53,GO:0003824|GO:0009058,catalytic activity|biosynthetic process,https://www.uniprot.org/uniprotkb/A0A558FK53
A0A558FK92,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FK92
A0A558FFP8,GO:0051287|GO:0016639|GO:0050661|GO:0033735|GO:0009435,"NAD binding|oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor|NADP binding|aspartate dehydrogenase activity|NAD biosynthetic process",https://www.uniprot.org/uniprotkb/A0A558FFP8
A0A558F204,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F204
A0A558FIF2,GO:0000155,phosphorelay sensor kinase activity,https://www.uniprot.org/uniprotkb/A0A558FIF2
A0A558F3A1,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F3A1
A0A558F3P3,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F3P3
A0A558FFK9,GO:0007165,signal transduction,https://www.uniprot.org/uniprotkb/A0A558FFK9
A0A558FAP5,GO:0016747,"acyltransferase activity, transferring groups other than amino-acyl groups",https://www.uniprot.org/uniprotkb/A0A558FAP5
A0A558FEJ9,GO:0016747,"acyltransferase activity, transferring groups other than amino-acyl groups",https://www.uniprot.org/uniprotkb/A0A558FEJ9
A0A558FJV6,GO:0016491,oxidoreductase activity,https://www.uniprot.org/uniprotkb/A0A558FJV6
A0A558F7U2,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F7U2
A0A558F721,GO:0008270,zinc ion binding,https://www.uniprot.org/uniprotkb/A0A558F721
A0A558FF29,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FF29
A0A558F1N8,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F1N8
A0A558F7L3,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F7L3
A0A558F7W2,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/A0A558F7W2
A0A558FGT1,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FGT1
A0A558F740,GO:0016874,ligase activity,https://www.uniprot.org/uniprotkb/A0A558F740
A0A558FEN6,GO:0016020,membrane,https://www.uniprot.org/uniprotkb/A0A558FEN6
A0A558FI55,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FI55
A0A558F5Q2,GO:0006284|GO:0008725,base-excision repair|DNA-3-methyladenine glycosylase activity,https://www.uniprot.org/uniprotkb/A0A558F5Q2
A0A558FA10,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FA10
A0A558FFQ0,GO:0030638,polyketide metabolic process,https://www.uniprot.org/uniprotkb/A0A558FFQ0
A0A558FH67,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FH67
A0A558F1U3,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F1U3
A0A558F2T0,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F2T0
A0A558F3D5,GO:0016491,oxidoreductase activity,https://www.uniprot.org/uniprotkb/A0A558F3D5
A0A558F3T0,GO:0031640|GO:0009404|GO:0016746|GO:0005737,killing of cells of another organism|toxin metabolic process|acyltransferase activity|cytoplasm,https://www.uniprot.org/uniprotkb/A0A558F3T0
A0A558FIA6,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FIA6
A0A558F5E9,GO:0016491|GO:0030745|GO:0052699|GO:0032259,oxidoreductase activity|obsolete dimethylhistidine N-methyltransferase activity|ergothioneine biosynthetic process|methylation,https://www.uniprot.org/uniprotkb/A0A558F5E9
A0A558FC12,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FC12
A0A558FJW1,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FJW1
A0A558F742,GO:0016887|GO:0005524,ATP hydrolysis activity|ATP binding,https://www.uniprot.org/uniprotkb/A0A558F742
A0A558F747,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F747
A0A558FFX0,GO:0003824|GO:0051539|GO:0046872,"catalytic activity|4 iron, 4 sulfur cluster binding|metal ion binding",https://www.uniprot.org/uniprotkb/A0A558FFX0
A0A558FJR2,GO:0005886|GO:0022857,plasma membrane|transmembrane transporter activity,https://www.uniprot.org/uniprotkb/A0A558FJR2
A0A558FK52,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FK52
A0A558F0Y5,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F0Y5
A0A558F1A5,GO:0016747,"acyltransferase activity, transferring groups other than amino-acyl groups",https://www.uniprot.org/uniprotkb/A0A558F1A5
A0A558F8S8,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F8S8
A0A558F9L7,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F9L7
A0A558F432,GO:0004497|GO:0016705,"monooxygenase activity|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",https://www.uniprot.org/uniprotkb/A0A558F432
A0A558F854,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F854
A0A558FA29,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FA29
A0A558FAM1,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FAM1
A0A558FGL9,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FGL9
A0A558FI74,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FI74
A0A558FM51,GO:0005886|GO:0050380,plasma membrane|undecaprenyl-diphosphatase activity,https://www.uniprot.org/uniprotkb/A0A558FM51
A0A558F2E4,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F2E4
A0A558FL01,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FL01
A0A558F2J8,GO:0003700,DNA-binding transcription factor activity,https://www.uniprot.org/uniprotkb/A0A558F2J8
A0A558FDI2,GO:0016020|GO:0022857,membrane|transmembrane transporter activity,https://www.uniprot.org/uniprotkb/A0A558FDI2
A0A558FEN3,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FEN3
A0A558F622,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F622
A0A558FBT1,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FBT1
A0A558F0E1,GO:0016020|GO:0016747,"membrane|acyltransferase activity, transferring groups other than amino-acyl groups",https://www.uniprot.org/uniprotkb/A0A558F0E1
A0A558FGE5,GO:0003700,DNA-binding transcription factor activity,https://www.uniprot.org/uniprotkb/A0A558FGE5
A0A558F3N5,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F3N5
A0A558F3J6,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F3J6
A0A558FJ42,GO:0016301|GO:0005509,kinase activity|calcium ion binding,https://www.uniprot.org/uniprotkb/A0A558FJ42
A0A558F2N9,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F2N9
A0A558F2F1,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F2F1
A0A558F399,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F399
A0A558FGB6,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FGB6
A0A558FBV9,NA,NA,https://www.uniprot.org/uniprotkb/A0A558FBV9
A0A558F2Y0,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F2Y0
A0A558FK70,GO:0008168|GO:0008270|GO:0003677|GO:0006355|GO:0006281,methyltransferase activity|zinc ion binding|DNA binding|regulation of DNA-templated transcription|DNA repair,https://www.uniprot.org/uniprotkb/A0A558FK70
A0A558F137,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F137
A0A558F950,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F950
A0A558FFP0,GO:0016810|GO:0005975,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds|carbohydrate metabolic process",https://www.uniprot.org/uniprotkb/A0A558FFP0
A0A558F8P3,NA,NA,https://www.uniprot.org/uniprotkb/A0A558F8P3
A0A558FFL8,GO:0005886|GO:0022857,plasma membrane|transmembrane transporter activity,https://www.uniprot.org/uniprotkb/A0A558FFL8
A0A558FJV2,GO:0008824|GO:0003677|GO:0009439,cyanate hydratase activity|DNA binding|cyanate metabolic process,https://www.uniprot.org/uniprotkb/A0A558FJV2
